source,target,tgt_lng,src_lng,name_code_id,kind,ship_type,ship_id,en,ja,zh_TW,wiki_note
欧根,萨沃伊,zh-CN,zh-CN,428,ship,,,,,,
德意志,亚勒玛妮亚,zh-CN,zh-CN,429,ship,重巡,403041,Deutschland,ドイッチュラント,德意志,
Deutschland,亚勒玛妮亚,zh-CN,en,429,ship,重巡,403041,Deutschland,ドイッチュラント,德意志,
ドイッチュラント,亚勒玛妮亚,zh-CN,ja,429,ship,重巡,403041,Deutschland,ドイッチュラント,德意志,
도이칠란트,亚勒玛妮亚,zh-CN,ko,429,ship,重巡,403041,Deutschland,ドイッチュラント,德意志,
斯佩伯爵海军上将,休贝塔伯爵,zh-CN,zh-CN,430,ship,重巡,403051,Admiral Graf Spee,アドミラル・グラーフ・シュペー,施佩伯爵將軍,
Admiral Graf Spee,休贝塔伯爵,zh-CN,en,430,ship,重巡,403051,Admiral Graf Spee,アドミラル・グラーフ・シュペー,施佩伯爵將軍,
アドミラル・グラーフ・シュペー,休贝塔伯爵,zh-CN,ja,430,ship,重巡,403051,Admiral Graf Spee,アドミラル・グラーフ・シュペー,施佩伯爵將軍,
施佩伯爵將軍,休贝塔伯爵,zh-CN,zh-TW,430,ship,重巡,403051,Admiral Graf Spee,アドミラル・グラーフ・シュペー,施佩伯爵將軍,
아드미랄 그라프 슈피,休贝塔伯爵,zh-CN,ko,430,ship,重巡,403051,Admiral Graf Spee,アドミラル・グラーフ・シュペー,施佩伯爵將軍,
斯佩伯爵,休贝塔伯爵,zh-CN,zh-CN,431,ship,,,,,,
斯佩,休贝塔,zh-CN,zh-CN,432,ship,,,,,,
沙恩霍斯特,格尔林德,zh-CN,zh-CN,433,ship,战巡,404011,Scharnhorst,シャルンホルスト,沙恩霍斯特,
Scharnhorst,格尔林德,zh-CN,en,433,ship,战巡,404011,Scharnhorst,シャルンホルスト,沙恩霍斯特,
シャルンホルスト,格尔林德,zh-CN,ja,433,ship,战巡,404011,Scharnhorst,シャルンホルスト,沙恩霍斯特,
샤른호르스트,格尔林德,zh-CN,ko,433,ship,战巡,404011,Scharnhorst,シャルンホルスト,沙恩霍斯特,
格奈森瑙,奥古斯塔,zh-CN,zh-CN,434,ship,战巡,404021,Gneisenau,グナイゼナウ,格奈森瑙,
Gneisenau,奥古斯塔,zh-CN,en,434,ship,战巡,404021,Gneisenau,グナイゼナウ,格奈森瑙,
グナイゼナウ,奥古斯塔,zh-CN,ja,434,ship,战巡,404021,Gneisenau,グナイゼナウ,格奈森瑙,
그나이제나우,奥古斯塔,zh-CN,ko,434,ship,战巡,404021,Gneisenau,グナイゼナウ,格奈森瑙,
俾斯麦,奥德莉亚,zh-CN,zh-CN,435,ship,战列,405011,Bismarck,ビスマルク,俾斯麥,
Bismarck,奥德莉亚,zh-CN,en,435,ship,战列,405011,Bismarck,ビスマルク,俾斯麥,
ビスマルク,奥德莉亚,zh-CN,ja,435,ship,战列,405011,Bismarck,ビスマルク,俾斯麥,
俾斯麥,奥德莉亚,zh-CN,zh-TW,435,ship,战列,405011,Bismarck,ビスマルク,俾斯麥,
비스마르크,奥德莉亚,zh-CN,ko,435,ship,战列,405011,Bismarck,ビスマルク,俾斯麥,
提尔比茨,阿尔芙莉达,zh-CN,zh-CN,436,ship,战列,405021,Tirpitz,ティルピッツ,鐵必制,
Tirpitz,阿尔芙莉达,zh-CN,en,436,ship,战列,405021,Tirpitz,ティルピッツ,鐵必制,
ティルピッツ,阿尔芙莉达,zh-CN,ja,436,ship,战列,405021,Tirpitz,ティルピッツ,鐵必制,
鐵必制,阿尔芙莉达,zh-CN,zh-TW,436,ship,战列,405021,Tirpitz,ティルピッツ,鐵必制,
티르피츠,阿尔芙莉达,zh-CN,ko,436,ship,战列,405021,Tirpitz,ティルピッツ,鐵必制,
齐柏林伯爵,海拉伯爵,zh-CN,zh-CN,437,ship,正航,407011,Graf Zeppelin,グラーフ・ツェッペリン,齊柏林伯爵,
Graf Zeppelin,海拉伯爵,zh-CN,en,437,ship,正航,407011,Graf Zeppelin,グラーフ・ツェッペリン,齊柏林伯爵,
グラーフ・ツェッペリン,海拉伯爵,zh-CN,ja,437,ship,正航,407011,Graf Zeppelin,グラーフ・ツェッペリン,齊柏林伯爵,
齊柏林伯爵,海拉伯爵,zh-CN,zh-TW,437,ship,正航,407011,Graf Zeppelin,グラーフ・ツェッペリン,齊柏林伯爵,
그라프 체펠린,海拉伯爵,zh-CN,ko,437,ship,正航,407011,Graf Zeppelin,グラーフ・ツェッペリン,齊柏林伯爵,
齐柏林,海拉,zh-CN,zh-CN,438,ship,,,,,,
罗恩,艾伯塔,zh-CN,zh-CN,439,ship,重巡,499011,Roon,ローン,羅恩,
Roon,艾伯塔,zh-CN,en,439,ship,重巡,499011,Roon,ローン,羅恩,
ローン,艾伯塔,zh-CN,ja,439,ship,重巡,499011,Roon,ローン,羅恩,
羅恩,艾伯塔,zh-CN,zh-TW,439,ship,重巡,499011,Roon,ローン,羅恩,
론,艾伯塔,zh-CN,ko,439,ship,重巡,499011,Roon,ローン,羅恩,
腓特烈大帝,腓德雷卡大帝,zh-CN,zh-CN,440,ship,战列,499021,Friedrich der Große,フリードリヒ・デア・グローセ,腓特烈大帝,
Friedrich der Große,腓德雷卡大帝,zh-CN,en,440,ship,战列,499021,Friedrich der Große,フリードリヒ・デア・グローセ,腓特烈大帝,
フリードリヒ・デア・グローセ,腓德雷卡大帝,zh-CN,ja,440,ship,战列,499021,Friedrich der Große,フリードリヒ・デア・グローセ,腓特烈大帝,
프리드리히 데어 그로세,腓德雷卡大帝,zh-CN,ko,440,ship,战列,499021,Friedrich der Große,フリードリヒ・デア・グローセ,腓特烈大帝,
腓特烈,腓德雷卡,zh-CN,zh-CN,441,ship,,,,,,
Z16,弗蕾德贡,zh-CN,zh-CN,442,ship,驱逐,401161,Z16,Z16,Z16,
Z24,妮丝,zh-CN,zh-CN,443,ship,驱逐,401241,Z24,Z24,Z24,
Z26,妮露,zh-CN,zh-CN,444,ship,驱逐,401261,Z26,Z26,Z26,
Z28,妮娅,zh-CN,zh-CN,445,ship,驱逐,401281,Z28,Z28,Z28,
纽伦堡,诺菈,zh-CN,zh-CN,446,ship,轻巡,402051,Nürnberg,ニュルンベルク,紐倫堡,
Nürnberg,诺菈,zh-CN,en,446,ship,轻巡,402051,Nürnberg,ニュルンベルク,紐倫堡,
ニュルンベルク,诺菈,zh-CN,ja,446,ship,轻巡,402051,Nürnberg,ニュルンベルク,紐倫堡,
紐倫堡,诺菈,zh-CN,zh-TW,446,ship,轻巡,402051,Nürnberg,ニュルンベルク,紐倫堡,
뉘른베르크,诺菈,zh-CN,ko,446,ship,轻巡,402051,Nürnberg,ニュルンベルク,紐倫堡,
马格德堡,马格达莱娜,zh-CN,zh-CN,447,ship,轻巡,402061,Magdeburg,マクデブルク,馬德堡,
Magdeburg,马格达莱娜,zh-CN,en,447,ship,轻巡,402061,Magdeburg,マクデブルク,馬德堡,
マクデブルク,马格达莱娜,zh-CN,ja,447,ship,轻巡,402061,Magdeburg,マクデブルク,馬德堡,
馬德堡,马格达莱娜,zh-CN,zh-TW,447,ship,轻巡,402061,Magdeburg,マクデブルク,馬德堡,
마그데부르크,马格达莱娜,zh-CN,ko,447,ship,轻巡,402061,Magdeburg,マクデブルク,馬德堡,
埃姆登,埃玛,zh-CN,zh-CN,448,ship,轻巡,402071,Emden,エムデン,埃姆登,
Emden,埃玛,zh-CN,en,448,ship,轻巡,402071,Emden,エムデン,埃姆登,
エムデン,埃玛,zh-CN,ja,448,ship,轻巡,402071,Emden,エムデン,埃姆登,
엠덴,埃玛,zh-CN,ko,448,ship,轻巡,402071,Emden,エムデン,埃姆登,
埃尔宾,埃尔薇菈,zh-CN,zh-CN,449,ship,轻巡,402081,Elbing,エルビング,埃爾賓,
Elbing,埃尔薇菈,zh-CN,en,449,ship,轻巡,402081,Elbing,エルビング,埃爾賓,
エルビング,埃尔薇菈,zh-CN,ja,449,ship,轻巡,402081,Elbing,エルビング,埃爾賓,
埃爾賓,埃尔薇菈,zh-CN,zh-TW,449,ship,轻巡,402081,Elbing,エルビング,埃爾賓,
엘빙,埃尔薇菈,zh-CN,ko,449,ship,轻巡,402081,Elbing,エルビング,埃爾賓,
布吕歇尔,布丽吉特,zh-CN,zh-CN,450,ship,重巡,403021,Blücher,ブリュッヒャー,布呂歇爾,
Blücher,布丽吉特,zh-CN,en,450,ship,重巡,403021,Blücher,ブリュッヒャー,布呂歇爾,
ブリュッヒャー,布丽吉特,zh-CN,ja,450,ship,重巡,403021,Blücher,ブリュッヒャー,布呂歇爾,
布呂歇爾,布丽吉特,zh-CN,zh-TW,450,ship,重巡,403021,Blücher,ブリュッヒャー,布呂歇爾,
블뤼허,布丽吉特,zh-CN,ko,450,ship,重巡,403021,Blücher,ブリュッヒャー,布呂歇爾,
希佩尔海军上将(μ兵装),芙兰希卡(μ兵装),zh-CN,zh-CN,451,ship,重巡,403071,Admiral Hipper μ,アドミラル·ヒッパー(μ兵装),希佩爾將軍(μ兵裝),
Admiral Hipper μ,芙兰希卡(μ兵装),zh-CN,en,451,ship,重巡,403071,Admiral Hipper μ,アドミラル·ヒッパー(μ兵装),希佩爾將軍(μ兵裝),
アドミラル·ヒッパー(μ兵装),芙兰希卡(μ兵装),zh-CN,ja,451,ship,重巡,403071,Admiral Hipper μ,アドミラル·ヒッパー(μ兵装),希佩爾將軍(μ兵裝),
希佩爾將軍(μ兵裝),芙兰希卡(μ兵装),zh-CN,zh-TW,451,ship,重巡,403071,Admiral Hipper μ,アドミラル·ヒッパー(μ兵装),希佩爾將軍(μ兵裝),
아드미랄 히퍼(μ장비),芙兰希卡(μ兵装),zh-CN,ko,451,ship,重巡,403071,Admiral Hipper μ,アドミラル·ヒッパー(μ兵装),希佩爾將軍(μ兵裝),
罗恩(μ兵装),艾伯塔(μ兵装),zh-CN,zh-CN,452,ship,重巡,403081,Roon μ,ローン(μ兵装),羅恩(μ兵裝),
Roon μ,艾伯塔(μ兵装),zh-CN,en,452,ship,重巡,403081,Roon μ,ローン(μ兵装),羅恩(μ兵裝),
ローン(μ兵装),艾伯塔(μ兵装),zh-CN,ja,452,ship,重巡,403081,Roon μ,ローン(μ兵装),羅恩(μ兵裝),
羅恩(μ兵裝),艾伯塔(μ兵装),zh-CN,zh-TW,452,ship,重巡,403081,Roon μ,ローン(μ兵装),羅恩(μ兵裝),
론(μ장비),艾伯塔(μ兵装),zh-CN,ko,452,ship,重巡,403081,Roon μ,ローン(μ兵装),羅恩(μ兵裝),
海因里希亲王,赫莉米娜亲王,zh-CN,zh-CN,453,ship,重巡,403091,Prinz Heinrich,プリンツ・ハインリヒ,海因里希親王,
Prinz Heinrich,赫莉米娜亲王,zh-CN,en,453,ship,重巡,403091,Prinz Heinrich,プリンツ・ハインリヒ,海因里希親王,
プリンツ・ハインリヒ,赫莉米娜亲王,zh-CN,ja,453,ship,重巡,403091,Prinz Heinrich,プリンツ・ハインリヒ,海因里希親王,
海因里希親王,赫莉米娜亲王,zh-CN,zh-TW,453,ship,重巡,403091,Prinz Heinrich,プリンツ・ハインリヒ,海因里希親王,
프린츠 하인리히,赫莉米娜亲王,zh-CN,ko,453,ship,重巡,403091,Prinz Heinrich,プリンツ・ハインリヒ,海因里希親王,
海因里希,赫莉米娜,zh-CN,zh-CN,454,ship,,,,,,
阿达尔伯特亲王,阿德莉娅亲王,zh-CN,zh-CN,455,ship,重巡,403101,Prinz Adalbert,プリンツ・アーダルベルト,阿達爾貝特親王,
Prinz Adalbert,阿德莉娅亲王,zh-CN,en,455,ship,重巡,403101,Prinz Adalbert,プリンツ・アーダルベルト,阿達爾貝特親王,
プリンツ・アーダルベルト,阿德莉娅亲王,zh-CN,ja,455,ship,重巡,403101,Prinz Adalbert,プリンツ・アーダルベルト,阿達爾貝特親王,
阿達爾貝特親王,阿德莉娅亲王,zh-CN,zh-TW,455,ship,重巡,403101,Prinz Adalbert,プリンツ・アーダルベルト,阿達爾貝特親王,
프린츠 아달베르트,阿德莉娅亲王,zh-CN,ko,455,ship,重巡,403101,Prinz Adalbert,プリンツ・アーダルベルト,阿達爾貝特親王,
阿达尔伯特,阿德莉娅,zh-CN,zh-CN,456,ship,,,,,,
约克,伊冯娜,zh-CN,zh-CN,457,ship,重巡,203071,York,ヨーク,約克,
York,伊冯娜,zh-CN,en,457,ship,重巡,203071,York,ヨーク,約克,
ヨーク,伊冯娜,zh-CN,ja,457,ship,重巡,203071,York,ヨーク,約克,
約克,伊冯娜,zh-CN,zh-TW,457,ship,重巡,203071,York,ヨーク,約克,
요크,伊冯娜,zh-CN,ko,457,ship,重巡,203071,York,ヨーク,約克,
小欧根,小萨沃伊,zh-CN,zh-CN,458,ship,重巡,403121,Little Prinz Eugen,プリンツ・オイゲンちゃん,小歐根,
Little Prinz Eugen,小萨沃伊,zh-CN,en,458,ship,重巡,403121,Little Prinz Eugen,プリンツ・オイゲンちゃん,小歐根,
プリンツ・オイゲンちゃん,小萨沃伊,zh-CN,ja,458,ship,重巡,403121,Little Prinz Eugen,プリンツ・オイゲンちゃん,小歐根,
小歐根,小萨沃伊,zh-CN,zh-TW,458,ship,重巡,403121,Little Prinz Eugen,プリンツ・オイゲンちゃん,小歐根,
꼬마 프린츠 오이겐,小萨沃伊,zh-CN,ko,458,ship,重巡,403121,Little Prinz Eugen,プリンツ・オイゲンちゃん,小歐根,
小斯佩,小休贝塔,zh-CN,zh-CN,459,ship,重巡,403131,Little Spee,シュペーちゃん,小施佩,
Little Spee,小休贝塔,zh-CN,en,459,ship,重巡,403131,Little Spee,シュペーちゃん,小施佩,
シュペーちゃん,小休贝塔,zh-CN,ja,459,ship,重巡,403131,Little Spee,シュペーちゃん,小施佩,
小施佩,小休贝塔,zh-CN,zh-TW,459,ship,重巡,403131,Little Spee,シュペーちゃん,小施佩,
꼬마 슈피,小休贝塔,zh-CN,ko,459,ship,重巡,403131,Little Spee,シュペーちゃん,小施佩,
塞德利茨,桑德菈,zh-CN,zh-CN,460,ship,战巡,404031,Seydlitz,ザイドリッツ,塞德利茨,
Seydlitz,桑德菈,zh-CN,en,460,ship,战巡,404031,Seydlitz,ザイドリッツ,塞德利茨,
ザイドリッツ,桑德菈,zh-CN,ja,460,ship,战巡,404031,Seydlitz,ザイドリッツ,塞德利茨,
자이틀리츠,桑德菈,zh-CN,ko,460,ship,战巡,404031,Seydlitz,ザイドリッツ,塞德利茨,
吕佐夫,露西,zh-CN,zh-CN,461,ship,战巡,404041,Lützow,リュッツォウ,呂措,
Lützow,露西,zh-CN,en,461,ship,战巡,404041,Lützow,リュッツォウ,呂措,
リュッツォウ,露西,zh-CN,ja,461,ship,战巡,404041,Lützow,リュッツォウ,呂措,
呂措,露西,zh-CN,zh-TW,461,ship,战巡,404041,Lützow,リュッツォウ,呂措,
뤼초,露西,zh-CN,ko,461,ship,战巡,404041,Lützow,リュッツォウ,呂措,
布伦希尔德,贝尔莎,zh-CN,zh-CN,462,ship,战巡,404051,Brünhilde,ブリュンヒルデ,布倫希爾德,
Brünhilde,贝尔莎,zh-CN,en,462,ship,战巡,404051,Brünhilde,ブリュンヒルデ,布倫希爾德,
ブリュンヒルデ,贝尔莎,zh-CN,ja,462,ship,战巡,404051,Brünhilde,ブリュンヒルデ,布倫希爾德,
布倫希爾德,贝尔莎,zh-CN,zh-TW,462,ship,战巡,404051,Brünhilde,ブリュンヒルデ,布倫希爾德,
브륀힐드,贝尔莎,zh-CN,ko,462,ship,战巡,404051,Brünhilde,ブリュンヒルデ,布倫希爾德,
乌尔里希·冯·胡滕,乌尔里克·冯·胡贝尔,zh-CN,zh-CN,463,ship,战列,405031,Ulrich von Hutten,ウルリッヒ・フォン・フッテン,烏爾里希·馮·胡滕,
Ulrich von Hutten,乌尔里克·冯·胡贝尔,zh-CN,en,463,ship,战列,405031,Ulrich von Hutten,ウルリッヒ・フォン・フッテン,烏爾里希·馮·胡滕,
ウルリッヒ・フォン・フッテン,乌尔里克·冯·胡贝尔,zh-CN,ja,463,ship,战列,405031,Ulrich von Hutten,ウルリッヒ・フォン・フッテン,烏爾里希·馮·胡滕,
烏爾里希·馮·胡滕,乌尔里克·冯·胡贝尔,zh-CN,zh-TW,463,ship,战列,405031,Ulrich von Hutten,ウルリッヒ・フォン・フッテン,烏爾里希·馮·胡滕,
울리히 폰 후텐,乌尔里克·冯·胡贝尔,zh-CN,ko,463,ship,战列,405031,Ulrich von Hutten,ウルリッヒ・フォン・フッテン,烏爾里希·馮·胡滕,
乌尔里希,乌尔里克,zh-CN,zh-CN,464,ship,,,,,,
胡滕,胡贝尔,zh-CN,zh-CN,465,ship,,,,,,
图林根,特鲁德,zh-CN,zh-CN,466,ship,战列,405041,Thüringen,テューリンゲン,圖林根,
Thüringen,特鲁德,zh-CN,en,466,ship,战列,405041,Thüringen,テューリンゲン,圖林根,
テューリンゲン,特鲁德,zh-CN,ja,466,ship,战列,405041,Thüringen,テューリンゲン,圖林根,
圖林根,特鲁德,zh-CN,zh-TW,466,ship,战列,405041,Thüringen,テューリンゲン,圖林根,
튀링겐,特鲁德,zh-CN,ko,466,ship,战列,405041,Thüringen,テューリンゲン,圖林根,
威悉,威尔玛,zh-CN,zh-CN,467,ship,轻航,406011,Weser,ヴェーザー,威悉,
Weser,威尔玛,zh-CN,en,467,ship,轻航,406011,Weser,ヴェーザー,威悉,
ヴェーザー,威尔玛,zh-CN,ja,467,ship,轻航,406011,Weser,ヴェーザー,威悉,
베저,威尔玛,zh-CN,ko,467,ship,轻航,406011,Weser,ヴェーザー,威悉,
易北,埃尔斯贝特,zh-CN,zh-CN,468,ship,轻航,406021,Elbe,エルベ,易北,
Elbe,埃尔斯贝特,zh-CN,en,468,ship,轻航,406021,Elbe,エルベ,易北,
エルベ,埃尔斯贝特,zh-CN,ja,468,ship,轻航,406021,Elbe,エルベ,易北,
엘베,埃尔斯贝特,zh-CN,ko,468,ship,轻航,406021,Elbe,エルベ,易北,
小齐柏林,小海拉,zh-CN,zh-CN,469,ship,正航,407021,Zeppy,ツェッペリンちゃん,小齊柏林,
Zeppy,小海拉,zh-CN,en,469,ship,正航,407021,Zeppy,ツェッペリンちゃん,小齊柏林,
ツェッペリンちゃん,小海拉,zh-CN,ja,469,ship,正航,407021,Zeppy,ツェッペリンちゃん,小齊柏林,
小齊柏林,小海拉,zh-CN,zh-TW,469,ship,正航,407021,Zeppy,ツェッペリンちゃん,小齊柏林,
꼬마 그라프 체펠린,小海拉,zh-CN,ko,469,ship,正航,407021,Zeppy,ツェッペリンちゃん,小齊柏林,
彼得·史特拉塞,佩特菈·斯坦贝瑟,zh-CN,zh-CN,470,ship,正航,407031,Peter Strasser,ペーター・シュトラッサー,彼得·史特拉塞,
Peter Strasser,佩特菈·斯坦贝瑟,zh-CN,en,470,ship,正航,407031,Peter Strasser,ペーター・シュトラッサー,彼得·史特拉塞,
ペーター・シュトラッサー,佩特菈·斯坦贝瑟,zh-CN,ja,470,ship,正航,407031,Peter Strasser,ペーター・シュトラッサー,彼得·史特拉塞,
페터 슈트라서,佩特菈·斯坦贝瑟,zh-CN,ko,470,ship,正航,407031,Peter Strasser,ペーター・シュトラッサー,彼得·史特拉塞,
彼得,佩特菈,zh-CN,zh-CN,471,ship,,,,,,
史特拉塞,斯坦贝瑟,zh-CN,zh-CN,472,ship,,,,,,
U-96,优玖露,zh-CN,zh-CN,473,ship,潜艇,408091,U-96,U-96,U-96,
U-37,优米娜,zh-CN,zh-CN,474,ship,潜艇,408101,U-37,U-37,U-37,
U-410,优斯伊丽,zh-CN,zh-CN,475,ship,潜艇,408111,U-410,U-410,U-410,
U-1206,优伊妮欧露,zh-CN,zh-CN,476,ship,潜艇,408121,U-1206,U-1206,U-1206,
格奈森瑙·META,奥古斯塔·META,zh-CN,zh-CN,477,ship,超巡,900383,Gneisenau META,グナイゼナウ(META),格奈森瑙·META,
Gneisenau META,奥古斯塔·META,zh-CN,en,477,ship,超巡,900383,Gneisenau META,グナイゼナウ(META),格奈森瑙·META,
グナイゼナウ(META),奥古斯塔·META,zh-CN,ja,477,ship,超巡,900383,Gneisenau META,グナイゼナウ(META),格奈森瑙·META,
그나이제나우·META,奥古斯塔·META,zh-CN,ko,477,ship,超巡,900383,Gneisenau META,グナイゼナウ(META),格奈森瑙·META,
沙恩霍斯特·META,格尔林德·META,zh-CN,zh-CN,478,ship,战巡,9704021,Scharnhorst META,シャルンホルスト(META),沙恩霍斯特·META,
Scharnhorst META,格尔林德·META,zh-CN,en,478,ship,战巡,9704021,Scharnhorst META,シャルンホルスト(META),沙恩霍斯特·META,
シャルンホルスト(META),格尔林德·META,zh-CN,ja,478,ship,战巡,9704021,Scharnhorst META,シャルンホルスト(META),沙恩霍斯特·META,
샤른호르스트·META,格尔林德·META,zh-CN,ko,478,ship,战巡,9704021,Scharnhorst META,シャルンホルスト(META),沙恩霍斯特·META,
美因茨,米兹,zh-CN,zh-CN,479,ship,轻巡,499031,Mainz,マインツ,美因茲,
Mainz,米兹,zh-CN,en,479,ship,轻巡,499031,Mainz,マインツ,美因茲,
マインツ,米兹,zh-CN,ja,479,ship,轻巡,499031,Mainz,マインツ,美因茲,
美因茲,米兹,zh-CN,zh-TW,479,ship,轻巡,499031,Mainz,マインツ,美因茲,
마인츠,米兹,zh-CN,ko,479,ship,轻巡,499031,Mainz,マインツ,美因茲,
埃吉尔,埃格妮丝,zh-CN,zh-CN,480,ship,超巡,499051,Ägir,エーギル,埃吉爾,
Ägir,埃格妮丝,zh-CN,en,480,ship,超巡,499051,Ägir,エーギル,埃吉爾,
エーギル,埃格妮丝,zh-CN,ja,480,ship,超巡,499051,Ägir,エーギル,埃吉爾,
埃吉爾,埃格妮丝,zh-CN,zh-TW,480,ship,超巡,499051,Ägir,エーギル,埃吉爾,
에기르,埃格妮丝,zh-CN,ko,480,ship,超巡,499051,Ägir,エーギル,埃吉爾,
奥古斯特·冯·帕塞瓦尔,奥斯特雷德·冯·帕赫贝尔,zh-CN,zh-CN,481,ship,正航,499061,August von Parseval,アウグスト・フォン・パーセヴァル,奧古斯特·馮·帕塞瓦爾,
August von Parseval,奥斯特雷德·冯·帕赫贝尔,zh-CN,en,481,ship,正航,499061,August von Parseval,アウグスト・フォン・パーセヴァル,奧古斯特·馮·帕塞瓦爾,
アウグスト・フォン・パーセヴァル,奥斯特雷德·冯·帕赫贝尔,zh-CN,ja,481,ship,正航,499061,August von Parseval,アウグスト・フォン・パーセヴァル,奧古斯特·馮·帕塞瓦爾,
奧古斯特·馮·帕塞瓦爾,奥斯特雷德·冯·帕赫贝尔,zh-CN,zh-TW,481,ship,正航,499061,August von Parseval,アウグスト・フォン・パーセヴァル,奧古斯特·馮·帕塞瓦爾,
아우구스트 폰 파르제팔,奥斯特雷德·冯·帕赫贝尔,zh-CN,ko,481,ship,正航,499061,August von Parseval,アウグスト・フォン・パーセヴァル,奧古斯特·馮·帕塞瓦爾,
奥古斯特,奥斯特雷德,zh-CN,zh-CN,482,ship,,,,,,
帕塞瓦尔,帕赫贝尔,zh-CN,zh-CN,483,ship,,,,,,
鲁普雷希特亲王,蕾贝卡亲王,zh-CN,zh-CN,484,ship,战巡,499071,Prinz Rupprecht,プリンツ・ループレヒト,魯普雷希特親王,
Prinz Rupprecht,蕾贝卡亲王,zh-CN,en,484,ship,战巡,499071,Prinz Rupprecht,プリンツ・ループレヒト,魯普雷希特親王,
プリンツ・ループレヒト,蕾贝卡亲王,zh-CN,ja,484,ship,战巡,499071,Prinz Rupprecht,プリンツ・ループレヒト,魯普雷希特親王,
魯普雷希特親王,蕾贝卡亲王,zh-CN,zh-TW,484,ship,战巡,499071,Prinz Rupprecht,プリンツ・ループレヒト,魯普雷希特親王,
프린츠 루프레히트,蕾贝卡亲王,zh-CN,ko,484,ship,战巡,499071,Prinz Rupprecht,プリンツ・ループレヒト,魯普雷希特親王,
鲁普雷希特,蕾贝卡,zh-CN,zh-CN,485,ship,,,,,,
奥丁,沃登,zh-CN,zh-CN,486,ship,战巡,499041,Odin,オーディン,奧丁,
Odin,沃登,zh-CN,en,486,ship,战巡,499041,Odin,オーディン,奧丁,
オーディン,沃登,zh-CN,ja,486,ship,战巡,499041,Odin,オーディン,奧丁,
奧丁,沃登,zh-CN,zh-TW,486,ship,战巡,499041,Odin,オーディン,奧丁,
오딘,沃登,zh-CN,ko,486,ship,战巡,499041,Odin,オーディン,奧丁,
德累斯顿,迪特林德,zh-CN,zh-CN,487,ship,,,,,,
皮劳,宝拉,zh-CN,zh-CN,488,ship,,,,,,
德弗林格尔,多萝泰娅,zh-CN,zh-CN,489,ship,,,,,,
赫尔戈兰,赫娜洛蕾,zh-CN,zh-CN,490,ship,,,,,,
亚德,阿黛尔,zh-CN,zh-CN,491,ship,轻航,406031,Jade,ヤーデ,亞德,
Jade,阿黛尔,zh-CN,en,491,ship,轻航,406031,Jade,ヤーデ,亞德,
ヤーデ,阿黛尔,zh-CN,ja,491,ship,轻航,406031,Jade,ヤーデ,亞德,
亞德,阿黛尔,zh-CN,zh-TW,491,ship,轻航,406031,Jade,ヤーデ,亞德,
야드,阿黛尔,zh-CN,ko,491,ship,轻航,406031,Jade,ヤーデ,亞德,
舍尔海军上将,席勒,zh-CN,zh-CN,492,ship,,,,,,
舍尔,席勒,zh-CN,zh-CN,493,ship,,,,,,
Z47,希娜,zh-CN,zh-CN,494,ship,驱逐,401471,Z47,Z47,Z47,
Z9,沃尔普加,zh-CN,zh-CN,495,ship,驱逐,401091,Z9,Z9,Z9,wiki: 沃尔特劳
Z11,伯莎,zh-CN,zh-CN,496,ship,驱逐,401111,Z11,Z11,Z11,wiki: 贝尔纳黛特
Z12,埃丽卡,zh-CN,zh-CN,497,ship,,,,,,
Z13,埃丝特,zh-CN,zh-CN,498,ship,驱逐,401131,Z13,Z13,Z13,
Z22,安妮特,zh-CN,zh-CN,499,ship,,,,,,
德意志级量产型,亚勒玛妮亚级量产型,zh-CN,zh-CN,500,ship,,,,,,
柯尼斯堡级量产型,阿尔伯缇娜级量产型,zh-CN,zh-CN,501,ship,,,,,,
希佩尔海军上将级量产型,芙兰希卡级量产型,zh-CN,zh-CN,502,ship,,,,,,
沙恩霍斯特级量产型,格尔林德级量产型,zh-CN,zh-CN,503,ship,,,,,,
齐柏林级量产型,海拉级量产型,zh-CN,zh-CN,504,ship,,,,,,
德意志级量产型·改I,亚勒玛妮亚级量产型·改I,zh-CN,zh-CN,505,ship,,,,,,
柯尼斯堡级量产型·改I,阿尔伯缇娜级量产型·改I,zh-CN,zh-CN,506,ship,,,,,,
希佩尔海军上将级量产型·改I,芙兰希卡级量产型·改I,zh-CN,zh-CN,507,ship,,,,,,
沙恩霍斯特级量产型·改I,格尔林德级量产型·改I,zh-CN,zh-CN,508,ship,,,,,,
齐柏林级量产型·改I,海拉级量产型·改I,zh-CN,zh-CN,509,ship,,,,,,
奥托·冯·阿尔文斯莱本,奥莉薇娅·冯·阿诺德,zh-CN,zh-CN,510,ship,驱逐,401991,Otto von Alvensleben,オットー・フォン・アルフェンスレーベン,奧托·馮·阿爾文斯萊本,
Otto von Alvensleben,奥莉薇娅·冯·阿诺德,zh-CN,en,510,ship,驱逐,401991,Otto von Alvensleben,オットー・フォン・アルフェンスレーベン,奧托·馮·阿爾文斯萊本,
オットー・フォン・アルフェンスレーベン,奥莉薇娅·冯·阿诺德,zh-CN,ja,510,ship,驱逐,401991,Otto von Alvensleben,オットー・フォン・アルフェンスレーベン,奧托·馮·阿爾文斯萊本,
奧托·馮·阿爾文斯萊本,奥莉薇娅·冯·阿诺德,zh-CN,zh-TW,510,ship,驱逐,401991,Otto von Alvensleben,オットー・フォン・アルフェンスレーベン,奧托·馮·阿爾文斯萊本,
