source,target,tgt_lng,src_lng,ship_id,ship_type,nation,variant,zh_CN_standard,zh_CN_target,same_source_alternatives
博伊西·META,树城·META,zh-CN,zh-CN,9702081,轻巡,META,META,博伊西·META,树城·META,
卡尔斯鲁厄,夏璐尔,zh-CN,zh-CN,402021,轻巡,铁血,,卡尔斯鲁厄,夏璐尔,
卷波,棬,zh-CN,zh-CN,301801,驱逐,重樱,,卷波,棬,
古鹰,狼,zh-CN,zh-CN,303011,重巡,重樱,,古鹰,狼,
吕佐夫,露西,zh-CN,zh-CN,404041,战巡,铁血,,吕佐夫,露西,
哈尔滨,滨江,zh-CN,zh-CN,599011,轻巡,东煌,,哈尔滨,滨江,
响,栀,zh-CN,zh-CN,301101,驱逐,重樱,,响,栀,
图林根,特鲁德,zh-CN,zh-CN,405041,战列,铁血,,图林根,特鲁德,
圣地亚哥,圣戴安娜,zh-CN,zh-CN,102081,轻巡,白鹰,,圣地亚哥,圣戴安娜,
埃吉尔,埃格妮丝,zh-CN,zh-CN,499051,超巡,铁血,,埃吉尔,埃格妮丝,
埃姆登,埃玛,zh-CN,zh-CN,402071,轻巡,铁血,,埃姆登,埃玛,
埃尔宾,埃尔薇菈,zh-CN,zh-CN,402081,轻巡,铁血,,埃尔宾,埃尔薇菈,
塞德利茨,桑德菈,zh-CN,zh-CN,404031,战巡,铁血,,塞德利茨,桑德菈,
夕张,狐,zh-CN,zh-CN,302011,轻巡,重樱,,夕张,狐,
夕立·META,椿·META,zh-CN,zh-CN,9701091,驱逐,META,META,夕立·META,椿·META,
大凤,鹩,zh-CN,zh-CN,307071,正航,重樱,,大凤,鹩,
大凤(μ兵装),鹩(μ兵装),zh-CN,zh-CN,307111,正航,重樱,μ兵装,大凤(μ兵装),鹩(μ兵装),
大凤·META,鹩·META,zh-CN,zh-CN,9707051,正航,META,META,大凤·META,鹩·META,
奥丁,沃登,zh-CN,zh-CN,499041,战巡,铁血,,奥丁,沃登,
奥古斯特·冯·帕塞瓦尔,奥斯特雷德·冯·帕赫贝尔,zh-CN,zh-CN,499061,正航,铁血,,奥古斯特·冯·帕塞瓦尔,奥斯特雷德·冯·帕赫贝尔,
奥托·冯·阿尔文斯莱本,奥莉薇娅·冯·阿诺德,zh-CN,zh-CN,401991,驱逐,铁血,,奥托·冯·阿尔文斯莱本,奥莉薇娅·冯·阿诺德,
妙风,杪,zh-CN,zh-CN,301921,驱逐,重樱,,妙风,杪,
威悉,威尔玛,zh-CN,zh-CN,406011,轻航,铁血,,威悉,威尔玛,
射水鱼,喷水鱼,zh-CN,zh-CN,108061,潜艇,白鹰,,射水鱼,喷水鱼,
小信浓,小鵗,zh-CN,zh-CN,307141,正航,重樱,,小信浓,小鵗,
小圣地亚哥,小圣戴安娜,zh-CN,zh-CN,102211,轻巡,白鹰,,小圣地亚哥,小圣戴安娜,
小埃吉尔,小埃格妮丝,zh-CN,zh-CN,403161,超巡,铁血,,小埃吉尔,小埃格妮丝,
小大凤,小鹩,zh-CN,zh-CN,307131,正航,重樱,,小大凤,小鹩,
小天城,小鳐,zh-CN,zh-CN,304071,战巡,重樱,,小天城,小鳐,
小斯佩,小休贝塔,zh-CN,zh-CN,403131,重巡,铁血,,小斯佩,小休贝塔,
小欧根,小萨沃伊,zh-CN,zh-CN,403121,重巡,铁血,,小欧根,小萨沃伊,
小比叡,小鲟,zh-CN,zh-CN,304061,战巡,重樱,,小比叡,小鲟,
小腓特烈,小腓德雷卡,zh-CN,zh-CN,405061,战列,铁血,,小腓特烈,小腓德雷卡,
小赤城,小凰,zh-CN,zh-CN,307091,正航,重樱,,小赤城,小凰,
小齐柏林,小海拉,zh-CN,zh-CN,407021,正航,铁血,,小齐柏林,小海拉,
尾张,鳂,zh-CN,zh-CN,305131,战列,重樱,,尾张,鳂,
山城·META,鲼·META,zh-CN,zh-CN,9705021,战列,META,META,山城·META,鲼·META,
山风,杣,zh-CN,zh-CN,301481,驱逐,重樱,,山风,杣,
岛风,芒,zh-CN,zh-CN,301291,驱逐,重樱,,岛风,芒,
布伦希尔德,贝尔莎,zh-CN,zh-CN,404051,战巡,铁血,,布伦希尔德,贝尔莎,
布吕歇尔,布丽吉特,zh-CN,zh-CN,403021,重巡,铁血,,布吕歇尔,布丽吉特,
希佩尔海军上将,芙兰希卡,zh-CN,zh-CN,403011,重巡,铁血,,希佩尔海军上将,芙兰希卡,
希佩尔海军上将(μ兵装),芙兰希卡(μ兵装),zh-CN,zh-CN,403071,重巡,铁血,μ兵装,希佩尔海军上将(μ兵装),芙兰希卡(μ兵装),
希佩尔海军上将·META,芙兰希卡·META,zh-CN,zh-CN,9703051,重巡,META,META,希佩尔海军上将·META,芙兰希卡·META,
弗里茨·鲁梅,菲莉西娅·鲁梅,zh-CN,zh-CN,407041,正航,铁血,,弗里茨·鲁梅,菲莉西娅·鲁梅,
彼得·史特拉塞,佩特菈·斯坦贝瑟,zh-CN,zh-CN,407031,正航,铁血,,彼得·史特拉塞,佩特菈·斯坦贝瑟,
德意志,亚勒玛妮亚,zh-CN,zh-CN,403041,重巡,铁血,,德意志,亚勒玛妮亚,
扎拉,扎达尔,zh-CN,zh-CN,603021,重巡,撒丁帝国,,扎拉,扎达尔,
扶桑·META,魟·META,zh-CN,zh-CN,9705011,战列,META,META,扶桑·META,魟·META,
提尔比茨,阿尔芙莉达,zh-CN,zh-CN,405021,战列,铁血,,提尔比茨,阿尔芙莉达,
提康德罗加,卡莉永,zh-CN,zh-CN,107141,正航,白鹰,,提康德罗加,卡莉永,
斯佩伯爵海军上将,休贝塔伯爵,zh-CN,zh-CN,403051,重巡,铁血,,斯佩伯爵海军上将,休贝塔伯爵,
新泽西,花园,zh-CN,zh-CN,105171,战列,白鹰,,新泽西,花园,
旗风,樋,zh-CN,zh-CN,301791,驱逐,重樱,,旗风,樋,
旗风·META,樋·META,zh-CN,zh-CN,9701031,驱逐,META,META,旗风·META,樋·META,
旧金山,雾城,zh-CN,zh-CN,103141,重巡,白鹰,,旧金山,雾城,
时雨,栴,zh-CN,zh-CN,301151,驱逐,重樱,,时雨,栴,
易北,埃尔斯贝特,zh-CN,zh-CN,406021,轻航,铁血,,易北,埃尔斯贝特,
晓,枫,zh-CN,zh-CN,301091,驱逐,重樱,,晓,枫,
曾克海军上将,泽特,zh-CN,zh-CN,404071,战巡,铁血,,曾克海军上将,泽特,
杜伊斯堡,多琳妮娅,zh-CN,zh-CN,402111,轻巡,铁血,,杜伊斯堡,多琳妮娅,
松风,棡,zh-CN,zh-CN,301311,驱逐,重樱,,松风,棡,
柯尼斯堡,阿尔伯缇娜,zh-CN,zh-CN,402011,轻巡,铁血,,柯尼斯堡,阿尔伯缇娜,
格奈森瑙,奥古斯塔,zh-CN,zh-CN,404021,战巡,铁血,,格奈森瑙,奥古斯塔,
格奈森瑙·META,奥古斯塔·META,zh-CN,zh-CN,900383,超巡,META,META,格奈森瑙·META,奥古斯塔·META,
梅克伦堡,梅克琳达,zh-CN,zh-CN,499101,战列,铁血,,梅克伦堡,梅克琳达,
欧根亲王,萨沃伊亲王,zh-CN,zh-CN,403031,重巡,铁血,,欧根亲王,萨沃伊亲王,
欧根亲王(μ兵装),萨沃伊亲王(μ兵装),zh-CN,zh-CN,403151,重巡,铁血,μ兵装,欧根亲王(μ兵装),萨沃伊亲王(μ兵装),
武藏,鳄,zh-CN,zh-CN,305101,战列,重樱,,武藏,鳄,
水无月,杌,zh-CN,zh-CN,301371,驱逐,重樱,,水无月,杌,
水无濑,鼯,zh-CN,zh-CN,302271,轻巡,重樱,,水无濑,鼯,
江风,茳,zh-CN,zh-CN,301491,驱逐,重樱,,江风,茳,
江风·META,茳·META,zh-CN,zh-CN,9701081,驱逐,META,META,江风·META,茳·META,
沙恩霍斯特,格尔林德,zh-CN,zh-CN,404011,战巡,铁血,,沙恩霍斯特,格尔林德,
沙恩霍斯特·META,格尔林德·META,zh-CN,zh-CN,9704021,战巡,META,META,沙恩霍斯特·META,格尔林德·META,
浅间,猏,zh-CN,zh-CN,303201,重巡,重樱,,浅间,猏,
浦风,槆,zh-CN,zh-CN,301591,驱逐,重樱,,浦风,槆,
海因里希亲王,赫莉米娜亲王,zh-CN,zh-CN,403091,重巡,铁血,,海因里希亲王,赫莉米娜亲王,
海风,菪,zh-CN,zh-CN,301471,驱逐,重樱,,海风,菪,
渡良濑,獭,zh-CN,zh-CN,302251,轻巡,重樱,,渡良濑,獭,
满潮,樠,zh-CN,zh-CN,301651,驱逐,重樱,,满潮,樠,
滨风,樇,zh-CN,zh-CN,301611,驱逐,重樱,,滨风,樇,
爱宕,犬,zh-CN,zh-CN,303121,重巡,重樱,,爱宕,犬,
瑞凤,鹳,zh-CN,zh-CN,306041,轻航,重樱,,瑞凤,鹳,
瑞鹤,鹤,zh-CN,zh-CN,307061,正航,重樱,,瑞鹤,鹤,
电,柏,zh-CN,zh-CN,301121,驱逐,重樱,,电,柏,
白凤,䳆,zh-CN,zh-CN,307161,正航,重樱,,白凤,䳆,
白龙,鹫,zh-CN,zh-CN,399051,正航,重樱,,白龙,鹫,
矶风,柉,zh-CN,zh-CN,301601,驱逐,重樱,,矶风,柉,
神风,榊,zh-CN,zh-CN,301301,驱逐,重樱,,神风,榊,
祥凤,鹞,zh-CN,zh-CN,306051,轻航,重樱,,祥凤,鹞,
科隆,克劳迪亚,zh-CN,zh-CN,402031,轻巡,铁血,,科隆,克劳迪亚,
科隆·META,克劳迪亚·META,zh-CN,zh-CN,9702101,轻巡,META,META,科隆·META,克劳迪亚·META,
约克,伊冯娜,zh-CN,zh-CN,203071,重巡,皇家,,约克,伊冯娜,
纪伊,鲣,zh-CN,zh-CN,305121,战列,重樱,,纪伊,鲣,
纽伦堡,诺菈,zh-CN,zh-CN,402051,轻巡,铁血,,纽伦堡,诺菈,
绫波,柚,zh-CN,zh-CN,301051,驱逐,重樱,,绫波,柚,
绫濑,狑,zh-CN,zh-CN,302261,轻巡,重樱,,绫濑,狑,
罗恩,艾伯塔,zh-CN,zh-CN,499011,重巡,铁血,,罗恩,艾伯塔,
罗恩(μ兵装),艾伯塔(μ兵装),zh-CN,zh-CN,403081,重巡,铁血,μ兵装,罗恩(μ兵装),艾伯塔(μ兵装),
美因茨,米兹,zh-CN,zh-CN,499031,轻巡,铁血,,美因茨,米兹,
羽黑,犰,zh-CN,zh-CN,303101,重巡,重樱,,羽黑,犰,
翔鹤,鹬,zh-CN,zh-CN,307051,正航,重樱,,翔鹤,鹬,
腓特烈·卡尔,腓德雷卡·卡尔,zh-CN,zh-CN,403141,重巡,铁血,,腓特烈·卡尔,腓德雷卡·卡尔,
腓特烈大帝,腓德雷卡大帝,zh-CN,zh-CN,499021,战列,铁血,,腓特烈大帝,腓德雷卡大帝,
苍龙,蛟,zh-CN,zh-CN,307031,正航,重樱,,苍龙,蛟,
苍龙·META,蛟·META,zh-CN,zh-CN,9707031,正航,META,META,苍龙·META,蛟·META,
苏维埃同盟,苏维埃萨尤斯,zh-CN,zh-CN,705021,战列,北方联合,,苏维埃同盟,苏维埃萨尤斯,
若叶,楉,zh-CN,zh-CN,301231,驱逐,重樱,,若叶,楉,
英格拉罕,格拉哈姆,zh-CN,zh-CN,101481,驱逐,白鹰,,英格拉罕,格拉哈姆,
莫里森,赛普拉斯,zh-CN,zh-CN,101471,驱逐,白鹰,,莫里森,赛普拉斯,
莱比锡,莉普莎,zh-CN,zh-CN,402041,轻巡,铁血,,莱比锡,莉普莎,
菲利克斯·舒尔茨,弗郎西斯卡·舒伯特,zh-CN,zh-CN,499081,驱逐,铁血,,菲利克斯·舒尔茨,弗郎西斯卡·舒伯特,
让·巴尔,简·布罗伊,zh-CN,zh-CN,905011,战列,维希教廷,,让·巴尔,简·布罗伊,
谷风,栭,zh-CN,zh-CN,301621,驱逐,重樱,,谷风,栭,
追风,椎,zh-CN,zh-CN,301851,驱逐,重樱,,追风,椎,
金刚,鲤,zh-CN,zh-CN,304011,战巡,重樱,,金刚,鲤,
金刚(μ兵装),鲤(μ兵装),zh-CN,zh-CN,304081,战巡,重樱,μ兵装,金刚(μ兵装),鲤(μ兵装),
铃谷,狺,zh-CN,zh-CN,303171,重巡,重樱,,铃谷,狺,
长月,枨,zh-CN,zh-CN,301391,驱逐,重樱,,长月,枨,
长波,苌,zh-CN,zh-CN,301831,驱逐,重樱,,长波,苌,
长良,貊,zh-CN,zh-CN,302041,轻巡,重樱,,长良,貊,
长门,鲨,zh-CN,zh-CN,305051,战列,重樱,,长门,鲨,
阳炎,萩,zh-CN,zh-CN,301171,驱逐,重樱,,阳炎,萩,
阿贺野,豼,zh-CN,zh-CN,302201,轻巡,重樱,,阿贺野,豼,
阿达尔伯特亲王,阿德莉娅亲王,zh-CN,zh-CN,403101,重巡,铁血,,阿达尔伯特亲王,阿德莉娅亲王,
陆奥,鲛,zh-CN,zh-CN,305061,战列,重樱,,陆奥,鲛,
隼鹰,鸢,zh-CN,zh-CN,306021,轻航,重樱,,隼鹰,鸢,
隼鹰·META,鸢·META,zh-CN,zh-CN,9706021,轻航,META,META,隼鹰·META,鸢·META,
雪风,莲,zh-CN,zh-CN,301161,驱逐,重樱,,雪风,莲,
雷根斯堡,瑞吉娜,zh-CN,zh-CN,402101,轻巡,铁血,,雷根斯堡,瑞吉娜,
雷根斯堡·META,瑞吉娜·META,zh-CN,zh-CN,9702111,轻巡,META,META,雷根斯堡·META,瑞吉娜·META,
雾岛,鳗,zh-CN,zh-CN,304041,战巡,重樱,,雾岛,鳗,
霞,蕸,zh-CN,zh-CN,10600031,重巡,联动阵营,,霞,蕸,
霞.改,蕸.改,zh-CN,zh-CN,301534,驱逐,重樱,,霞.改,蕸.改,
青叶,犹,zh-CN,zh-CN,303031,重巡,重樱,,青叶,犹,
风云,枟,zh-CN,zh-CN,301861,驱逐,重樱,,风云,枟,
飞鹰,鸱,zh-CN,zh-CN,306011,轻航,重樱,,飞鹰,鸱,
飞鹰·META,鸱·META,zh-CN,zh-CN,9706011,轻航,META,META,飞鹰·META,鸱·META,
飞龙,龙,zh-CN,zh-CN,307041,正航,重樱,,飞龙,龙,
飞龙·META,龙·META,zh-CN,zh-CN,900333,正航,META,META,飞龙·META,龙·META,
马格德堡,马格达莱娜,zh-CN,zh-CN,402061,轻巡,铁血,,马格德堡,马格达莱娜,
骏河,鲪,zh-CN,zh-CN,305141,战列,重樱,,骏河,鲪,
鲁普雷希特亲王,蕾贝卡亲王,zh-CN,zh-CN,499071,战巡,铁血,,鲁普雷希特亲王,蕾贝卡亲王,
鸟海,猋,zh-CN,zh-CN,303141,重巡,重樱,,鸟海,猋,
黑潮,蓉,zh-CN,zh-CN,301271,驱逐,重樱,,黑潮,蓉,
齐柏林伯爵,海拉伯爵,zh-CN,zh-CN,407011,正航,铁血,,齐柏林伯爵,海拉伯爵,
龙凤,鸗,zh-CN,zh-CN,306071,轻航,重樱,,龙凤,鸗,
龙骧,枭,zh-CN,zh-CN,306061,轻航,重樱,,龙骧,枭,
Z23- 傳說級戰士,Z23- 传说级战士,zh-CN,zh-TW,900411,驱逐,通用,,Z23- 传说级战士,Z23- 传说级战士,
{namecode:522},樋·META,zh-CN,zh-TW,9701031,驱逐,META,META,旗风·META,樋·META,
三浦梓,三浦 梓,zh-CN,zh-TW,10700041,重巡,联动阵营,,三浦 梓,三浦 梓,
不屈-王國軍守護騎士,不屈-王国军守护骑士,zh-CN,zh-TW,900420,驱逐,通用,,不屈-王国军守护骑士,不屈-王国军守护骑士,
不撓,不挠,zh-CN,zh-TW,207121,正航,皇家,,不挠,不挠,
亞利桑那,亚利桑那,zh-CN,zh-TW,105041,战列,白鹰,,亚利桑那,亚利桑那,
亞利桑那·META,亚利桑那·META,zh-CN,zh-TW,9705031,战列,META,META,亚利桑那·META,亚利桑那·META,
亞德,阿黛尔,zh-CN,zh-TW,406031,轻航,铁血,,亚德,阿黛尔,
亞爾薇特,亚尔薇特,zh-CN,zh-TW,404061,战巡,铁血,,亚尔薇特,亚尔薇特,
亞爾薩斯,阿尔萨斯,zh-CN,zh-TW,805031,战列,自由鸢尾,,阿尔萨斯,阿尔萨斯,
亞特蘭大,亚特兰大,zh-CN,zh-TW,102061,轻巡,白鹰,,亚特兰大,亚特兰大,
什羅普郡,什罗普郡,zh-CN,zh-TW,203021,重巡,皇家,,什罗普郡,什罗普郡,
企業,企业,zh-CN,zh-TW,107061,正航,白鹰,,企业,企业,企业 [白鹰 正航] | 进取 [皇家 轻巡]
企業,进取,zh-CN,zh-TW,202321,轻巡,皇家,,进取,进取,企业 [白鹰 正航] | 进取 [皇家 轻巡]
伊莉絲,伊莉丝,zh-CN,zh-TW,10600101,正航,联动阵营,,伊莉丝,伊莉丝,
伊莉莎白女王,伊丽莎白女王,zh-CN,zh-TW,205011,战列,皇家,,伊丽莎白女王,伊丽莎白女王,
伊莉莎白女王·META,伊丽莎白女王·META,zh-CN,zh-TW,9705041,战列,META,META,伊丽莎白女王·META,伊丽莎白女王·META,
伏羅希洛夫,伏罗希洛夫,zh-CN,zh-TW,702071,轻巡,北方联合,,伏罗希洛夫,伏罗希洛夫,
休士頓,休斯敦,zh-CN,zh-TW,103051,重巡,白鹰,,休斯敦,休斯敦,
休士頓II,休斯敦II,zh-CN,zh-TW,102311,轻巡,白鹰,II型,休斯敦II,休斯敦II,
伯明罕,伯明翰,zh-CN,zh-TW,102231,轻巡,白鹰,,伯明翰,伯明翰,
佛萊契爾,弗莱彻,zh-CN,zh-TW,101091,驱逐,白鹰,,弗莱彻,弗莱彻,
佩內洛珀,佩内洛珀,zh-CN,zh-TW,202291,轻巡,皇家,,佩内洛珀,佩内洛珀,
俾斯麥,奥德莉亚,zh-CN,zh-TW,405011,战列,铁血,,俾斯麦,奥德莉亚,
俾斯麥Zwei,奥德莉亚Zwei,zh-CN,zh-TW,405051,战列,铁血,,俾斯麦Zwei,奥德莉亚Zwei,
倔強,倔强,zh-CN,zh-TW,801041,驱逐,自由鸢尾,,倔强,倔强,
倔強-王國軍二級魔法師,倔强-王国军二级魔法师,zh-CN,zh-TW,900418,驱逐,通用,,倔强-王国军二级魔法师,倔强-王国军二级魔法师,
倫敦,伦敦,zh-CN,zh-TW,203011,重巡,皇家,,伦敦,伦敦,
傑維斯,贾维斯,zh-CN,zh-TW,201341,驱逐,皇家,,贾维斯,贾维斯,
傑金斯,杰金斯,zh-CN,zh-TW,101301,驱逐,白鹰,,杰金斯,杰金斯,
優米雅‧利斯菲爾德,优米雅·利斯菲尔德,zh-CN,zh-TW,900517,轻航,联动阵营,,优米雅·利斯菲尔德,优米雅·利斯菲尔德,
兇猛,凶猛,zh-CN,zh-TW,701121,驱逐,北方联合,,凶猛,凶猛,
光榮,光荣,zh-CN,zh-TW,207061,正航,皇家,,光荣,光荣,
光榮·META,光荣·META,zh-CN,zh-TW,9707071,正航,META,META,光荣·META,光荣·META,
光輝,光辉,zh-CN,zh-TW,207031,正航,皇家,,光辉,光辉,
光輝(μ兵裝),光辉(μ兵装),zh-CN,zh-TW,207111,正航,皇家,μ兵装,光辉(μ兵装),光辉(μ兵装),
克拉倫斯·K·布朗森,克拉伦斯·K·布朗森,zh-CN,zh-TW,101551,驱逐,白鹰,,克拉伦斯·K·布朗森,克拉伦斯·K·布朗森,
克里夫蘭,克利夫兰,zh-CN,zh-TW,102091,轻巡,白鹰,,克利夫兰,克利夫兰,
克里夫蘭(μ兵裝),克利夫兰(μ兵装),zh-CN,zh-TW,102241,轻巡,白鹰,μ兵装,克利夫兰(μ兵装),克利夫兰(μ兵装),
克里夫蘭·META,克利夫兰·META,zh-CN,zh-TW,9702091,轻巡,META,META,克利夫兰·META,克利夫兰·META,
克里蒙梭,克莱蒙梭,zh-CN,zh-TW,905021,战列,维希教廷,,克莱蒙梭,克莱蒙梭,
克麗奧佩脫拉,克利奥佩特拉,zh-CN,zh-TW,202351,轻巡,皇家,,克利奥佩特拉,克利奥佩特拉,
內華達,内华达,zh-CN,zh-TW,105011,战列,白鹰,,内华达,内华达,
內華達·META,内华达·META,zh-CN,zh-TW,9705091,战列,META,META,内华达·META,内华达·META,
冒險加利號,加里冒险号,zh-CN,zh-TW,900465,风帆,飓风船团,,加里冒险号,加里冒险号,
冒險號,冒险号,zh-CN,zh-TW,9600161,风帆,飓风船团,,冒险号,冒险号,
凱旋,凯旋,zh-CN,zh-TW,801011,驱逐,自由鸢尾,,凯旋,凯旋,
凱爾聖,凯尔圣,zh-CN,zh-TW,901041,驱逐,维希教廷,,凯尔圣,凯尔圣,
列星頓,列克星敦,zh-CN,zh-TW,107021,正航,白鹰,,列克星敦,列克星敦,
列星頓II,列克星敦II,zh-CN,zh-TW,107161,正航,白鹰,II型,列克星敦II,列克星敦II,
利托里奧,利托里奥,zh-CN,zh-TW,605021,战列,撒丁帝国,,利托里奥,利托里奥,
前衛,前卫,zh-CN,zh-TW,205131,战列,皇家,,前卫,前卫,
前衛-王國軍方旗騎士,前卫-王国军方旗骑士,zh-CN,zh-TW,900422,战列,通用,,前卫-王国军方旗骑士,前卫-王国军方旗骑士,
加利福尼亞,加利福尼亚,zh-CN,zh-TW,105081,战列,白鹰,,加利福尼亚,加利福尼亚,
加富爾伯爵,加富尔伯爵,zh-CN,zh-TW,605051,战列,撒丁帝国,,加富尔伯爵,加富尔伯爵,
加拉蒂亞,加拉蒂亚,zh-CN,zh-TW,202141,轻巡,皇家,,加拉蒂亚,加拉蒂亚,
加斯科涅(μ兵裝),加斯科涅(μ兵装),zh-CN,zh-TW,905031,战列,维希教廷,μ兵装,加斯科涅(μ兵装),加斯科涅(μ兵装),
努比亞,努比亚人,zh-CN,zh-TW,201371,驱逐,皇家,,努比亚人,努比亚人,
努比亞-藥劑師,努比亚人-药剂师,zh-CN,zh-TW,900416,战巡,通用,,努比亚人-药剂师,努比亚人-药剂师,
勇氣,勇气,zh-CN,zh-TW,201391,驱逐,皇家,,勇气,勇气,
勒馬爾,勒马尔,zh-CN,zh-TW,901011,驱逐,维希教廷,,勒马尔,勒马尔,
勝利,胜利,zh-CN,zh-TW,207041,正航,皇家,,胜利,胜利,
北卡羅來納,北卡罗来纳,zh-CN,zh-TW,105121,战列,白鹰,,北卡罗来纳,北卡罗来纳,
匹茲堡,匹兹堡,zh-CN,zh-TW,103281,重巡,白鹰,,匹兹堡,匹兹堡,
千歲,鹂,zh-CN,zh-TW,306081,轻航,重樱,,千岁,鹂,
千里達,特立尼达,zh-CN,zh-TW,202361,轻巡,皇家,,特立尼达,特立尼达,
半人馬,半人马,zh-CN,zh-TW,206041,轻航,皇家,,半人马,半人马,
南安普敦,南安普顿,zh-CN,zh-TW,202071,轻巡,皇家,,南安普顿,南安普顿,
南達科他,南达科他,zh-CN,zh-TW,105141,战列,白鹰,,南达科他,南达科他,
博爾扎諾,博尔扎诺,zh-CN,zh-TW,603051,重巡,撒丁帝国,,博尔扎诺,博尔扎诺,
博爾扎諾·META,博尔扎诺·META,zh-CN,zh-TW,900489,重巡,META,META,博尔扎诺·META,博尔扎诺·META,
卡爾斯魯厄,夏璐尔,zh-CN,zh-TW,402021,轻巡,铁血,,卡尔斯鲁厄,夏璐尔,
卡菈·伊迪亞斯,卡菈·伊迪亚斯,zh-CN,zh-TW,10900061,超巡,联动阵营,,卡菈·伊迪亚斯,卡菈·伊迪亚斯,
卡薩布蘭卡,卡萨布兰卡,zh-CN,zh-TW,106551,轻航,白鹰,,卡萨布兰卡,卡萨布兰卡,
印第安納,印第安纳,zh-CN,zh-TW,105151,战列,白鹰,,印第安纳,印第安纳,
印第安納波利斯,印第安纳波利斯,zh-CN,zh-TW,103071,重巡,白鹰,,印第安纳波利斯,印第安纳波利斯,
厭戰,厌战,zh-CN,zh-TW,205021,战列,皇家,,厌战,厌战,
反擊,反击,zh-CN,zh-TW,204021,战巡,皇家,,反击,反击,
反擊·META,反击·META,zh-CN,zh-TW,900505,战巡,META,META,反击·META,反击·META,
可畏(μ兵裝),可畏(μ兵装),zh-CN,zh-TW,207141,正航,皇家,μ兵装,可畏(μ兵装),可畏(μ兵装),
史特拉斯堡,斯特拉斯堡,zh-CN,zh-TW,900446,战巡,维希教廷,,斯特拉斯堡,斯特拉斯堡,
司戰女神,司战女神,zh-CN,zh-TW,202311,轻巡,皇家,,司战女神,司战女神,
呂措,露西,zh-CN,zh-TW,404041,战巡,铁血,,吕佐夫,露西,
命運女神,命运女神,zh-CN,zh-TW,201121,驱逐,皇家,,命运女神,命运女神,
命運女神·META,命运女神·META,zh-CN,zh-TW,9701021,驱逐,META,META,命运女神·META,命运女神·META,
和睦號,和睦号,zh-CN,zh-TW,900523,风帆,飓风船团,,和睦号,和睦号,
哈爾濱,滨江,zh-CN,zh-TW,599011,轻巡,东煌,,哈尔滨,滨江,
哈爾福德,哈尔福德,zh-CN,zh-TW,199051,驱逐,白鹰,,哈尔福德,哈尔福德,
哈絲,莲,zh-CN,zh-TW,10800031,轻巡,联动阵营,,莲,莲,
哥倫比亞,哥伦比亚,zh-CN,zh-TW,102101,轻巡,白鹰,,哥伦比亚,哥伦比亚,
哥里加,戈里齐亚,zh-CN,zh-TW,603061,重巡,撒丁帝国,,戈里齐亚,戈里齐亚,
喬治亞,佐治亚,zh-CN,zh-TW,199021,战列,白鹰,,佐治亚,佐治亚,
四萬十,虒,zh-CN,zh-TW,399061,轻巡,重樱,,四万十,虒,
回聲,回声,zh-CN,zh-TW,201291,驱逐,皇家,,回声,回声,
圖林根,特鲁德,zh-CN,zh-TW,405041,战列,铁血,,图林根,特鲁德,
埃吉爾,埃格妮丝,zh-CN,zh-TW,499051,超巡,铁血,,埃吉尔,埃格妮丝,
埃曼努埃爾·佩薩格諾,埃曼努埃尔·佩萨格诺,zh-CN,zh-TW,601091,驱逐,撒丁帝国,,埃曼努埃尔·佩萨格诺,埃曼努埃尔·佩萨格诺,
埃爾德里奇,埃尔德里奇,zh-CN,zh-TW,101261,驱逐,白鹰,,埃尔德里奇,埃尔德里奇,
埃爾賓,埃尔薇菈,zh-CN,zh-TW,402081,轻巡,铁血,,埃尔宾,埃尔薇菈,
埃米爾•貝爾坦,埃米尔·贝尔汀,zh-CN,zh-TW,802011,轻巡,自由鸢尾,,埃米尔·贝尔汀,埃米尔·贝尔汀,
基輔,基辅,zh-CN,zh-TW,701101,驱逐,北方联合,,基辅,基辅,
堪薩斯,堪萨斯,zh-CN,zh-TW,199061,战列,白鹰,,堪萨斯,堪萨斯,
塔什干(μ兵裝),塔什干(μ兵装),zh-CN,zh-TW,701051,驱逐,北方联合,μ兵装,塔什干(μ兵装),塔什干(μ兵装),
塔爾圖,塔尔图,zh-CN,zh-TW,901021,驱逐,维希教廷,,塔尔图,塔尔图,
塞瓦斯托波爾,塞瓦斯托波尔,zh-CN,zh-TW,705071,战列,北方联合,,塞瓦斯托波尔,塞瓦斯托波尔,
夕燒,夕烧,zh-CN,zh-TW,11000071,重巡,联动阵营,,夕烧,夕烧,
大膽,大胆,zh-CN,zh-TW,801051,驱逐,自由鸢尾,,大胆,大胆,大胆 [自由鸢尾 驱逐] | 果敢 [维希教廷 驱逐]
大膽,果敢,zh-CN,zh-TW,900444,驱逐,维希教廷,,果敢,果敢,大胆 [自由鸢尾 驱逐] | 果敢 [维希教廷 驱逐]
大青花魚,大青花鱼,zh-CN,zh-TW,108021,潜艇,白鹰,,大青花鱼,大青花鱼,
大青花魚(μ兵裝),大青花鱼(μ兵装),zh-CN,zh-TW,108051,潜艇,白鹰,μ兵装,大青花鱼(μ兵装),大青花鱼(μ兵装),
大鬥犬,大斗犬,zh-CN,zh-TW,201071,驱逐,皇家,,大斗犬,大斗犬,
大鳳(μ兵裝),鹩(μ兵装),zh-CN,zh-TW,307111,正航,重樱,μ兵装,大凤(μ兵装),鹩(μ兵装),
