source,target,tgt_lng,src_lng,ship_id,ship_type,nation,variant
인트레피드,无畏,zh-CN,ko,107111,正航,白鹰,
일러스트리어스,光辉,zh-CN,ko,207031,正航,皇家,
일러스트리어스(μ장비),光辉(μ兵装),zh-CN,ko,207111,正航,皇家,μ兵装
임페로,帝国,zh-CN,ko,607021,正航,撒丁帝国,
임플래커블,怨仇,zh-CN,ko,207071,正航,皇家,
잉 루이,应瑞,zh-CN,ko,502041,轻巡,东煌,
잉그레이엄,英格拉罕,zh-CN,ko,101481,驱逐,白鹰,
자메이카,牙买加,zh-CN,ko,202171,轻巡,皇家,
자이틀리츠,塞德利茨,zh-CN,ko,404031,战巡,铁血,
잔 다르크,圣女贞德,zh-CN,ko,802021,轻巡,自由鸢尾,
장 바르,让巴尔,zh-CN,ko,900092,轻巡,白鹰,
장우,彰武,zh-CN,ko,503021,重巡,东煌,
재너스,雅努斯,zh-CN,ko,201351,驱逐,皇家,
재블린,标枪,zh-CN,ko,201211,驱逐,皇家,
저비스,贾维斯,zh-CN,ko,201341,驱逐,皇家,
저지,泽西,zh-CN,ko,201251,驱逐,皇家,
젠킨스,杰金斯,zh-CN,ko,101301,驱逐,白鹰,
젠하이,镇海,zh-CN,ko,506011,轻航,东煌,
조수에 카르두치,焦苏埃·卡尔杜齐,zh-CN,ko,601111,驱逐,撒丁帝国,
조지아,佐治亚,zh-CN,ko,199021,战列,白鹰,
조프르,霞飞,zh-CN,ko,907011,正航,维希教廷,
주노,天后,zh-CN,ko,201221,驱逐,皇家,
주세페 가리발디,朱塞佩·加里波第,zh-CN,ko,602021,轻巡,撒丁帝国,
주피터,丘比特,zh-CN,ko,201241,驱逐,皇家,
준요,隼鹰,zh-CN,ko,306021,轻航,重樱,
준요·META,隼鹰·META,zh-CN,ko,9706021,轻航,META,META
줄리오 체사레,朱利奥·凯撒,zh-CN,ko,605061,战列,撒丁帝国,
줄리오 체사레·META,朱利奥·凯撒·META,zh-CN,ko,900491,战列,META,META
쥬노,朱诺,zh-CN,ko,102071,轻巡,白鹰,
즈이카쿠,瑞鹤,zh-CN,ko,307061,正航,重樱,
즈이호,瑞凤,zh-CN,ko,306041,轻航,重樱,
지안,济安,zh-CN,ko,502091,轻巡,东煌,
지엔우,建武,zh-CN,ko,503011,重巡,东煌,
진츠,神通,zh-CN,ko,302131,轻巡,重樱,
진츠·META,神通·META,zh-CN,ko,900458,轻巡,META,META
차라,扎拉,zh-CN,ko,603021,重巡,撒丁帝国,
차오 호,肇和,zh-CN,ko,502051,轻巡,东煌,
차파예프,恰巴耶夫,zh-CN,ko,702031,轻巡,北方联合,
찰스 오스본,查尔斯·奥斯本,zh-CN,ko,101111,驱逐,白鹰,
창춘,长春,zh-CN,ko,501031,驱逐,东煌,
창펑,长风,zh-CN,ko,501081,驱逐,东煌,
체셔,柴郡,zh-CN,ko,299031,重巡,皇家,
체이서,追赶者,zh-CN,ko,206051,轻航,皇家,
초카이,鸟海,zh-CN,ko,303141,重巡,重樱,
츠쿠시,筑紫,zh-CN,ko,10600131,驱逐,联动阵营,
치요다,千代田,zh-CN,ko,306091,轻航,重樱,
치칼로프,契卡洛夫,zh-CN,ko,799011,正航,北方联合,
치쿠마,筑摩,zh-CN,ko,303061,重巡,重樱,
치토세,千岁,zh-CN,ko,306081,轻航,重樱,
카가,加贺,zh-CN,ko,305071,战列,重樱,
카게로,阳炎,zh-CN,ko,301171,驱逐,重樱,
카라비니에레,龙骑兵,zh-CN,ko,601021,驱逐,撒丁帝国,
카라비니에레·META,龙骑兵·META,zh-CN,ko,9701111,驱逐,META,META
카를스루에,卡尔斯鲁厄,zh-CN,ko,402021,轻巡,铁血,
카리브디스,卡律布狄斯,zh-CN,ko,202301,轻巡,皇家,
카미카제,神风,zh-CN,ko,301301,驱逐,重樱,
카발라,棘鳍,zh-CN,ko,108031,潜艇,白鹰,
카사블랑카,卡萨布兰卡,zh-CN,ko,106551,轻航,白鹰,
카스미,霞,zh-CN,ko,10600031,重巡,联动阵营,
카스미·META,霞·META,zh-CN,ko,900457,驱逐,META,META
카스미·改,霞.改,zh-CN,ko,301534,驱逐,重樱,
카시노,樫野,zh-CN,ko,319011,运输,重樱,
카와카제,江风,zh-CN,ko,301491,驱逐,重樱,
카와카제·META,江风·META,zh-CN,ko,9701081,驱逐,META,META
카우펜스,科本斯,zh-CN,ko,107251,轻航,白鹰,
카자구모,风云,zh-CN,ko,301861,驱逐,重樱,
카잔,喀山,zh-CN,ko,705091,战列,北方联合,
카츠라기,葛城,zh-CN,ko,307121,正航,重樱,
카코,加古,zh-CN,ko,303021,重巡,重樱,
칼라 이데아스,卡菈·伊迪亚斯,zh-CN,ko,10900061,超巡,联动阵营,
캐신,卡辛,zh-CN,ko,101031,驱逐,白鹰,
캔자스,堪萨斯,zh-CN,ko,199061,战列,白鹰,
캘리포니아,加利福尼亚,zh-CN,ko,105081,战列,白鹰,
커크,科尔克,zh-CN,ko,101371,驱逐,白鹰,
컨스텔레이션,星座,zh-CN,ko,104011,战巡,白鹰,
컬럼비아,哥伦比亚,zh-CN,ko,102101,轻巡,白鹰,
컬루,杓鹬,zh-CN,ko,202221,轻巡,皇家,
케르생,凯尔圣,zh-CN,ko,901041,驱逐,维希教廷,
켄트,肯特,zh-CN,ko,203031,重巡,皇家,
코멧,彗星,zh-CN,ko,201081,驱逐,皇家,
코테가와 유이,古手川唯,zh-CN,ko,900478,正航,联动阵营,
콘고,金刚,zh-CN,ko,304011,战巡,重樱,
콘고(μ장비),金刚(μ兵装),zh-CN,ko,304081,战巡,重樱,μ兵装
콘테 디 카보우르,加富尔伯爵,zh-CN,ko,605051,战列,撒丁帝国,
콜로라도,科罗拉多,zh-CN,ko,105091,战列,白鹰,
콩코드,康克德,zh-CN,ko,102181,轻巡,白鹰,
쾨니히스베르크,柯尼斯堡,zh-CN,ko,402011,轻巡,铁血,
쾰른,科隆,zh-CN,ko,402031,轻巡,铁血,
쾰른·META,科隆·META,zh-CN,ko,9702101,轻巡,META,META
쿠로시오,黑潮,zh-CN,ko,301271,驱逐,重樱,
쿠르스크,库尔斯克,zh-CN,ko,703021,重巡,北方联合,
쿠마노,熊野,zh-CN,ko,303181,重巡,重樱,
쿠온,久远,zh-CN,ko,10300011,重巡,联动阵营,
쿠이비셰프,古比雪夫,zh-CN,ko,702051,轻巡,北方联合,
쿠퍼,库珀,zh-CN,ko,101441,驱逐,白鹰,
퀴라소,库拉索,zh-CN,ko,202211,轻巡,皇家,
퀸 앤즈 리벤지,安妮女王复仇号,zh-CN,ko,9600121,风帆,飓风船团,
퀸 엘리자베스,伊丽莎白女王,zh-CN,ko,205011,战列,皇家,
퀸 엘리자베스·META,伊丽莎白女王·META,zh-CN,ko,9705041,战列,META,META
퀸시,昆西,zh-CN,ko,103091,重巡,白鹰,
크라스늬 캅카스,红色山脉,zh-CN,ko,702091,轻巡,北方联合,
크레센트,新月,zh-CN,ko,201091,驱逐,皇家,
크레이븐,克雷文,zh-CN,ko,101061,驱逐,白鹰,
크론시타트,喀琅施塔得,zh-CN,ko,718011,超巡,北方联合,
클라우디아 발렌츠,科洛蒂娅·巴兰茨,zh-CN,ko,10900021,轻航,联动阵营,
클래런스 K 브론슨,克拉伦斯·K·布朗森,zh-CN,ko,101551,驱逐,白鹰,
클레망소,克莱蒙梭,zh-CN,ko,905021,战列,维希教廷,
클레오파트라,克利奥佩特拉,zh-CN,ko,202351,轻巡,皇家,
클리블랜드,克利夫兰,zh-CN,ko,102091,轻巡,白鹰,
클리블랜드(μ장비),克利夫兰(μ兵装),zh-CN,ko,102241,轻巡,白鹰,μ兵装
클리블랜드·META,克利夫兰·META,zh-CN,ko,9702091,轻巡,META,META
키누,鬼怒,zh-CN,ko,302081,轻巡,重樱,
키누가사,衣笠,zh-CN,ko,303041,重巡,重樱,
키로프,基洛夫,zh-CN,ko,702041,轻巡,北方联合,
키리시마,雾岛,zh-CN,ko,304041,战巡,重樱,
키사라기,如月,zh-CN,ko,301331,驱逐,重樱,
키사라기 치하야,如月千早,zh-CN,ko,10700021,正航,联动阵营,
키어사지,奇尔沙治,zh-CN,ko,199041,航战,白鹰,
키예프,基辅,zh-CN,ko,701101,驱逐,北方联合,
키요나미,清波,zh-CN,ko,301541,驱逐,重樱,
키이,纪伊,zh-CN,ko,305121,战列,重樱,
키즈,木津,zh-CN,ko,302281,轻巡,重樱,
키즈나 아이,绊爱,zh-CN,ko,10400011,驱逐,联动阵营,
키즈나 아이 - 슈퍼 게이머,绊爱·SuperGamer,zh-CN,ko,10400041,战列,联动阵营,
키즈나 아이 - 애니버서리,绊爱·Anniversary,zh-CN,ko,10400031,正航,联动阵营,
키즈나 아이 - 엘레강트,绊爱·Elegant,zh-CN,ko,10400021,重巡,联动阵营,
키타카제,北风,zh-CN,ko,399031,驱逐,重樱,
킴벌리,金伯利,zh-CN,ko,101381,驱逐,白鹰,
킴벌리·META,金伯利·META,zh-CN,ko,9701041,驱逐,META,META
킹 조지 5세,英王乔治五世,zh-CN,ko,205051,战列,皇家,
타니카제,谷风,zh-CN,ko,301621,驱逐,重樱,
타르투,塔尔图,zh-CN,ko,901021,驱逐,维希教廷,
타마키,环,zh-CN,ko,10600091,战巡,联动阵营,
타슈켄트,塔什干,zh-CN,ko,701041,驱逐,北方联合,
타슈켄트(μ장비),塔什干(μ兵装),zh-CN,ko,701051,驱逐,北方联合,μ兵装
타에카제,妙风,zh-CN,ko,301921,驱逐,重樱,
타이위안,太原,zh-CN,ko,501041,驱逐,东煌,
타이콘데로가,提康德罗加,zh-CN,ko,107141,正航,白鹰,
타카라다 릿카,宝多六花,zh-CN,ko,10800011,轻巡,联动阵营,
타카오,高雄,zh-CN,ko,303111,重巡,重樱,
탈린,塔林,zh-CN,ko,703011,重巡,北方联合,
테네시,田纳西,zh-CN,ko,105071,战列,白鹰,
테러,恐怖,zh-CN,ko,213021,重炮,皇家,
테세우스,忒修斯,zh-CN,ko,206081,轻航,皇家,
토리첼리,托里拆利,zh-CN,ko,608011,潜艇,撒丁帝国,
토비이치 오리가미,鸢一折纸,zh-CN,ko,11500021,正航,联动阵营,
토사,土佐,zh-CN,ko,305081,战列,重樱,
토키노 소라,时乃空,zh-CN,ko,900804,正航,联动阵营,
토키사키 쿠루미,时崎狂三,zh-CN,ko,11500051,轻巡,联动阵营,
튀링겐,图林根,zh-CN,ko,405041,战列,铁血,
트라팔가,特拉法尔加,zh-CN,ko,201381,驱逐,皇家,
트렌토,特伦托,zh-CN,ko,603011,重巡,撒丁帝国,
트렌토·META,特伦托·META,zh-CN,ko,900490,重巡,META,META
트리니다드,特立尼达,zh-CN,ko,202361,轻巡,皇家,
트리에스테,的里雅斯特,zh-CN,ko,603041,重巡,撒丁帝国,
특장형 부린 MKIII,特装型布里MKIII,zh-CN,ko,100021,驱逐,通用,
티르피츠,提尔比茨,zh-CN,ko,405021,战列,铁血,
파고,法戈,zh-CN,ko,102331,轻巡,白鹰,
파먀티 메르쿠리야,水星纪念,zh-CN,ko,702021,轻巡,北方联合,
파먀티 메르쿠리야·META,水星纪念·META,zh-CN,ko,9702071,轻巡,META,META
파트리샤 아벨하임,帕特莉夏·阿贝尔海姆,zh-CN,ko,10900031,战列,联动阵营,
패서디나,帕萨迪纳,zh-CN,ko,102351,轻巡,白鹰,
패티,派蒂,zh-CN,ko,10600141,潜艇,联动阵营,
팬시,幻想号,zh-CN,ko,9600081,风帆,飓风船团,
팽르베,伴尔维,zh-CN,ko,807021,正航,自由鸢尾,
퍼시어스,英仙座,zh-CN,ko,206061,轻航,皇家,
퍼플 하트,绀紫之心,zh-CN,ko,10100051,轻巡,联动阵营,
펄,珍珠号,zh-CN,ko,9600141,风帆,飓风船团,
페넬로피,佩内洛珀,zh-CN,ko,202291,轻巡,皇家,
페이윈,飞云,zh-CN,ko,501071,驱逐,东煌,
페터 슈트라서,彼得·史特拉塞,zh-CN,ko,407031,正航,铁血,
펜사콜라,彭萨科拉,zh-CN,ko,103011,重巡,白鹰,
펜실베이니아,宾夕法尼亚,zh-CN,ko,105031,战列,白鹰,
펠릭스 슐츠,菲利克斯·舒尔茨,zh-CN,ko,499081,驱逐,铁血,
포르뱅,福尔班,zh-CN,ko,801021,驱逐,自由鸢尾,
포미더블,可畏,zh-CN,ko,207051,正航,皇家,
포미더블(μ장비),可畏(μ兵装),zh-CN,ko,207141,正航,皇家,μ兵装
포슈,福煦,zh-CN,ko,903011,重巡,维希教廷,
포슈·META,福煦·META,zh-CN,ko,9703031,重巡,META,META
포춘,命运女神,zh-CN,ko,201121,驱逐,皇家,
포춘·META,命运女神·META,zh-CN,ko,9701021,驱逐,META,META
포츠머스 어드벤처,朴茨茅斯冒险号,zh-CN,ko,900466,风帆,飓风船团,
포틀랜드,波特兰,zh-CN,ko,103061,重巡,白鹰,
폭스하운드,狐提,zh-CN,ko,201111,驱逐,皇家,
폴라,波拉,zh-CN,ko,603031,重巡,撒丁帝国,
폴타바,波尔塔瓦,zh-CN,ko,705081,战列,北方联合,
폼페오 마뇨,庞培·马格诺,zh-CN,ko,601071,驱逐,撒丁帝国,
푸보,伏波,zh-CN,ko,501091,驱逐,东煌,
푸슌,抚顺,zh-CN,ko,501021,驱逐,东煌,
푸트,富特,zh-CN,ko,101141,驱逐,白鹰,
프란체스코 카라치올로,弗朗西斯科·卡拉乔洛,zh-CN,ko,605091,战列,撒丁帝国,
프랭클린,富兰克林,zh-CN,ko,107131,正航,白鹰,
프리드리히 데어 그로세,腓特烈大帝,zh-CN,ko,499021,战列,铁血,
프리드리히 카를,腓特烈·卡尔,zh-CN,ko,403141,重巡,铁血,
프리츠 루메이,弗里茨·鲁梅,zh-CN,ko,407041,正航,铁血,
프린스 오브 웨일즈,威尔士亲王,zh-CN,ko,205061,战列,皇家,
프린스턴,普林斯顿,zh-CN,ko,107231,轻航,白鹰,
프린스턴·META,普林斯顿·META,zh-CN,ko,9706031,轻航,META,META
프린츠 루프레히트,鲁普雷希特亲王,zh-CN,ko,499071,战巡,铁血,
프린츠 아달베르트,阿达尔伯特亲王,zh-CN,ko,403101,重巡,铁血,
프린츠 오이겐,欧根亲王,zh-CN,ko,403031,重巡,铁血,
프린츠 오이겐(μ장비),欧根亲王(μ兵装),zh-CN,ko,403151,重巡,铁血,μ兵装
프린츠 하인리히,海因里希亲王,zh-CN,ko,403091,重巡,铁血,
플랑드르,弗兰德尔,zh-CN,ko,900398,超巡,维希教廷,
플래셔,松鲷,zh-CN,ko,108081,潜艇,白鹰,
플레처,弗莱彻,zh-CN,ko,101091,驱逐,白鹰,
플뢰레,花剑,zh-CN,ko,901051,驱逐,维希教廷,
플리머스,普利茅斯,zh-CN,ko,299051,轻巡,皇家,
피닉스,菲尼克斯,zh-CN,ko,102041,轻巡,白鹰,
피지,斐济,zh-CN,ko,202161,轻巡,皇家,
피츠버그,匹兹堡,zh-CN,ko,103281,重巡,白鹰,
핑하이,平海,zh-CN,ko,502031,轻巡,东煌,
하구로,羽黑,zh-CN,ko,303101,重巡,重樱,
하나즈키,花月,zh-CN,ko,301821,驱逐,重樱,
하디,勇敢,zh-CN,ko,201161,驱逐,皇家,
하루나,榛名,zh-CN,ko,304031,战巡,重樱,
하루츠키,春月,zh-CN,ko,301571,驱逐,重樱,
하마카제,滨风,zh-CN,ko,301611,驱逐,重樱,
하비,霍比,zh-CN,ko,101361,驱逐,白鹰,
하얼빈,哈尔滨,zh-CN,ko,599011,轻巡,东煌,
하우,豪,zh-CN,ko,205091,战列,皇家,
하우덴 리우,金狮,zh-CN,ko,900943,重巡,郁金王国,
하이롱,海容,zh-CN,ko,502101,轻巡,东煌,
하이처우,海筹,zh-CN,ko,502121,轻巡,东煌,
하이치,海圻,zh-CN,ko,502081,轻巡,东煌,
하이티엔,海天,zh-CN,ko,502071,轻巡,东煌,
하츠시모,初霜,zh-CN,ko,301241,驱逐,重樱,
하츠즈키,初月,zh-CN,ko,301891,驱逐,重樱,
하츠하루,初春,zh-CN,ko,301211,驱逐,重樱,
하쿠류,白龙,zh-CN,ko,399051,正航,重樱,
하쿠호,白凤,zh-CN,ko,307161,正航,重樱,
하타카제,旗风,zh-CN,ko,301791,驱逐,重樱,
하타카제·META,旗风·META,zh-CN,ko,9701031,驱逐,META,META
할시 파웰,哈尔西·鲍威尔,zh-CN,ko,101431,驱逐,白鹰,
할포드,哈尔福德,zh-CN,ko,199051,驱逐,白鹰,
핫스,莲,zh-CN,ko,10800031,轻巡,联动阵营,
허마이오니,赫敏,zh-CN,ko,202271,轻巡,皇家,
허먼,哈曼,zh-CN,ko,101251,驱逐,白鹰,
허먼Ⅱ,哈曼II,zh-CN,ko,101501,驱逐,白鹰,II型
허미즈,竞技神,zh-CN,ko,206011,轻航,皇家,
헌터,猎人,zh-CN,ko,201201,驱逐,皇家,
헌터·META,猎人·META,zh-CN,ko,9701011,驱逐,META,META
헤링,鲱鱼,zh-CN,ko,108091,潜艇,白鹰,
헤스티아,赫斯缇雅,zh-CN,ko,11400011,维修,联动阵营,
헤이즐우드,黑泽伍德,zh-CN,ko,101341,驱逐,白鹰,
헬레나,海伦娜,zh-CN,ko,102051,轻巡,白鹰,
헬레나·META,海伦娜·META,zh-CN,ko,9702011,轻巡,META,META
호넷,大黄蜂,zh-CN,ko,107071,正航,白鹰,
호넷·META,大黄蜂·META,zh-CN,ko,9707061,正航,META,META
호넷Ⅱ,大黄蜂II,zh-CN,ko,107121,正航,白鹰,II型
호노카,穗香,zh-CN,ko,10600021,战列,联动阵营,
호놀룰루,火奴鲁鲁,zh-CN,ko,102121,轻巡,白鹰,
호무라,焰,zh-CN,ko,11000031,潜艇,联动阵营,
호쇼,凤翔,zh-CN,ko,306031,轻航,重樱,
호쇼·META,凤翔·META,zh-CN,ko,9706041,轻航,META,META
화이트 하트,群白之心,zh-CN,ko,10100071,驱逐,联动阵营,
화지아,华甲,zh-CN,ko,506021,轻航,东煌,
환창,寰昌,zh-CN,ko,504011,战巡,东煌,
후드,胡德,zh-CN,ko,204031,战巡,皇家,
후루타카,古鹰,zh-CN,ko,303011,重巡,重樱,
후미뤼르,芙米露露,zh-CN,ko,10300061,正航,联动阵营,
후미즈키,文月,zh-CN,ko,301381,驱逐,重樱,
후번,虎贲,zh-CN,ko,501061,驱逐,东煌,
후부키,吹雪,zh-CN,ko,301011,驱逐,重樱,
후소,扶桑,zh-CN,ko,305011,战列,重樱,
후소·META,扶桑·META,zh-CN,ko,9705011,战列,META,META
후지나미,藤波,zh-CN,ko,301941,驱逐,重樱,
후타미 마미,双海真美,zh-CN,ko,10700071,潜艇,联动阵营,
후타미 아미,双海亚美,zh-CN,ko,10700061,潜艇,联动阵营,
휴가,日向,zh-CN,ko,305041,战列,重樱,
휴스턴,休斯敦,zh-CN,ko,103051,重巡,白鹰,
휴스턴Ⅱ,休斯敦II,zh-CN,ko,102311,轻巡,白鹰,II型
히류,飞龙,zh-CN,ko,307041,正航,重樱,
히류·META,飞龙·META,zh-CN,ko,900333,正航,META,META
히비키,响,zh-CN,ko,301101,驱逐,重樱,
히어로,英雄,zh-CN,ko,201361,驱逐,皇家,
히에이,比叡,zh-CN,ko,304021,战巡,重樱,
히에이·META,比叡·META（前排）,zh-CN,ko,900450,超巡,META,META
히요,飞鹰,zh-CN,ko,306011,轻航,重樱,
히요·META,飞鹰·META,zh-CN,ko,9706011,轻航,META,META
힌덴부르크,兴登堡,zh-CN,ko,499091,重巡,铁血,
Z23- 傳說級戰士,Z23- 传说级战士,zh-CN,zh-TW,900411,驱逐,通用,
{namecode:522},旗风·META,zh-CN,zh-TW,9701031,驱逐,META,META
三浦梓,三浦 梓,zh-CN,zh-TW,10700041,重巡,联动阵营,
不屈-王國軍守護騎士,不屈-王国军守护骑士,zh-CN,zh-TW,900420,驱逐,通用,
不撓,不挠,zh-CN,zh-TW,207121,正航,皇家,
五十鈴,五十铃,zh-CN,zh-TW,302051,轻巡,重樱,
亞利桑那,亚利桑那,zh-CN,zh-TW,105041,战列,白鹰,
亞利桑那·META,亚利桑那·META,zh-CN,zh-TW,9705031,战列,META,META
亞德,亚德,zh-CN,zh-TW,406031,轻航,铁血,
亞爾薇特,亚尔薇特,zh-CN,zh-TW,404061,战巡,铁血,
亞爾薩斯,阿尔萨斯,zh-CN,zh-TW,805031,战列,自由鸢尾,
亞特蘭大,亚特兰大,zh-CN,zh-TW,102061,轻巡,白鹰,
什羅普郡,什罗普郡,zh-CN,zh-TW,203021,重巡,皇家,
企業,企业,zh-CN,zh-TW,107061,正航,白鹰,
伊勢,伊势,zh-CN,zh-TW,305031,战列,重樱,
伊莉絲,伊莉丝,zh-CN,zh-TW,10600101,正航,联动阵营,
伊莉莎白女王,伊丽莎白女王,zh-CN,zh-TW,205011,战列,皇家,
伊莉莎白女王·META,伊丽莎白女王·META,zh-CN,zh-TW,9705041,战列,META,META
伏羅希洛夫,伏罗希洛夫,zh-CN,zh-TW,702071,轻巡,北方联合,
休士頓,休斯敦,zh-CN,zh-TW,103051,重巡,白鹰,
休士頓II,休斯敦II,zh-CN,zh-TW,102311,轻巡,白鹰,II型
伯明罕,伯明翰,zh-CN,zh-TW,102231,轻巡,白鹰,
佛萊契爾,弗莱彻,zh-CN,zh-TW,101091,驱逐,白鹰,
佩內洛珀,佩内洛珀,zh-CN,zh-TW,202291,轻巡,皇家,
信濃,信浓,zh-CN,zh-TW,307081,正航,重樱,
俾斯麥,俾斯麦,zh-CN,zh-TW,405011,战列,铁血,
俾斯麥Zwei,俾斯麦Zwei,zh-CN,zh-TW,405051,战列,铁血,
倔強,倔强,zh-CN,zh-TW,801041,驱逐,自由鸢尾,
倔強-王國軍二級魔法師,倔强-王国军二级魔法师,zh-CN,zh-TW,900418,驱逐,通用,
倫敦,伦敦,zh-CN,zh-TW,203011,重巡,皇家,
傑維斯,贾维斯,zh-CN,zh-TW,201341,驱逐,皇家,
傑金斯,杰金斯,zh-CN,zh-TW,101301,驱逐,白鹰,
優米雅‧利斯菲爾德,优米雅·利斯菲尔德,zh-CN,zh-TW,900517,轻航,联动阵营,
兇猛,凶猛,zh-CN,zh-TW,701121,驱逐,北方联合,
光榮,光荣,zh-CN,zh-TW,207061,正航,皇家,
光榮·META,光荣·META,zh-CN,zh-TW,9707071,正航,META,META
光輝,光辉,zh-CN,zh-TW,207031,正航,皇家,
光輝(μ兵裝),光辉(μ兵装),zh-CN,zh-TW,207111,正航,皇家,μ兵装
克拉倫斯·K·布朗森,克拉伦斯·K·布朗森,zh-CN,zh-TW,101551,驱逐,白鹰,
克里夫蘭,克利夫兰,zh-CN,zh-TW,102091,轻巡,白鹰,
克里夫蘭(μ兵裝),克利夫兰(μ兵装),zh-CN,zh-TW,102241,轻巡,白鹰,μ兵装
克里夫蘭·META,克利夫兰·META,zh-CN,zh-TW,9702091,轻巡,META,META
克里蒙梭,克莱蒙梭,zh-CN,zh-TW,905021,战列,维希教廷,
克麗奧佩脫拉,克利奥佩特拉,zh-CN,zh-TW,202351,轻巡,皇家,
內華達,内华达,zh-CN,zh-TW,105011,战列,白鹰,
內華達·META,内华达·META,zh-CN,zh-TW,9705091,战列,META,META
冒險加利號,加里冒险号,zh-CN,zh-TW,900465,风帆,飓风船团,
冒險號,冒险号,zh-CN,zh-TW,9600161,风帆,飓风船团,
凱旋,凯旋,zh-CN,zh-TW,801011,驱逐,自由鸢尾,
凱爾聖,凯尔圣,zh-CN,zh-TW,901041,驱逐,维希教廷,
出雲,出云,zh-CN,zh-TW,399021,战列,重樱,
列星頓,列克星敦,zh-CN,zh-TW,107021,正航,白鹰,
列星頓II,列克星敦II,zh-CN,zh-TW,107161,正航,白鹰,II型
利托里奧,利托里奥,zh-CN,zh-TW,605021,战列,撒丁帝国,
前衛,前卫,zh-CN,zh-TW,205131,战列,皇家,
前衛-王國軍方旗騎士,前卫-王国军方旗骑士,zh-CN,zh-TW,900422,战列,通用,
加利福尼亞,加利福尼亚,zh-CN,zh-TW,105081,战列,白鹰,
加富爾伯爵,加富尔伯爵,zh-CN,zh-TW,605051,战列,撒丁帝国,
加拉蒂亞,加拉蒂亚,zh-CN,zh-TW,202141,轻巡,皇家,
加斯科涅(μ兵裝),加斯科涅(μ兵装),zh-CN,zh-TW,905031,战列,维希教廷,μ兵装
加賀,加贺,zh-CN,zh-TW,305071,战列,重樱,
努比亞,努比亚人,zh-CN,zh-TW,201371,驱逐,皇家,
努比亞-藥劑師,努比亚人-药剂师,zh-CN,zh-TW,900416,战巡,通用,
勇氣,勇气,zh-CN,zh-TW,201391,驱逐,皇家,
勒馬爾,勒马尔,zh-CN,zh-TW,901011,驱逐,维希教廷,
勝利,胜利,zh-CN,zh-TW,207041,正航,皇家,
北卡羅來納,北卡罗来纳,zh-CN,zh-TW,105121,战列,白鹰,
北風,北风,zh-CN,zh-TW,399031,驱逐,重樱,
匹茲堡,匹兹堡,zh-CN,zh-TW,103281,重巡,白鹰,
千歲,千岁,zh-CN,zh-TW,306081,轻航,重樱,
千里達,特立尼达,zh-CN,zh-TW,202361,轻巡,皇家,
半人馬,半人马,zh-CN,zh-TW,206041,轻航,皇家,
南夢芽,南梦芽,zh-CN,zh-TW,10800051,重巡,联动阵营,
南安普敦,南安普顿,zh-CN,zh-TW,202071,轻巡,皇家,
南達科他,南达科他,zh-CN,zh-TW,105141,战列,白鹰,
博爾扎諾,博尔扎诺,zh-CN,zh-TW,603051,重巡,撒丁帝国,
博爾扎諾·META,博尔扎诺·META,zh-CN,zh-TW,900489,重巡,META,META
卡爾斯魯厄,卡尔斯鲁厄,zh-CN,zh-TW,402021,轻巡,铁血,
卡菈·伊迪亞斯,卡菈·伊迪亚斯,zh-CN,zh-TW,10900061,超巡,联动阵营,
卡薩布蘭卡,卡萨布兰卡,zh-CN,zh-TW,106551,轻航,白鹰,
印第安納,印第安纳,zh-CN,zh-TW,105151,战列,白鹰,
印第安納波利斯,印第安纳波利斯,zh-CN,zh-TW,103071,重巡,白鹰,
厭戰,厌战,zh-CN,zh-TW,205021,战列,皇家,
反擊,反击,zh-CN,zh-TW,204021,战巡,皇家,
反擊·META,反击·META,zh-CN,zh-TW,900505,战巡,META,META
古鷹,古鹰,zh-CN,zh-TW,303011,重巡,重樱,
可畏(μ兵裝),可畏(μ兵装),zh-CN,zh-TW,207141,正航,皇家,μ兵装
史特拉斯堡,斯特拉斯堡,zh-CN,zh-TW,900446,战巡,维希教廷,
司戰女神,司战女神,zh-CN,zh-TW,202311,轻巡,皇家,
呂措,吕佐夫,zh-CN,zh-TW,404041,战巡,铁血,
命運女神,命运女神,zh-CN,zh-TW,201121,驱逐,皇家,
命運女神·META,命运女神·META,zh-CN,zh-TW,9701021,驱逐,META,META
和睦號,和睦号,zh-CN,zh-TW,900523,风帆,飓风船团,
哈爾濱,哈尔滨,zh-CN,zh-TW,599011,轻巡,东煌,
哈爾福德,哈尔福德,zh-CN,zh-TW,199051,驱逐,白鹰,
哈絲,莲,zh-CN,zh-TW,10800031,轻巡,联动阵营,
哥倫比亞,哥伦比亚,zh-CN,zh-TW,102101,轻巡,白鹰,
哥里加,戈里齐亚,zh-CN,zh-TW,603061,重巡,撒丁帝国,
喬治亞,佐治亚,zh-CN,zh-TW,199021,战列,白鹰,
四萬十,四万十,zh-CN,zh-TW,399061,轻巡,重樱,
回聲,回声,zh-CN,zh-TW,201291,驱逐,皇家,
圖林根,图林根,zh-CN,zh-TW,405041,战列,铁血,
埃吉爾,埃吉尔,zh-CN,zh-TW,499051,超巡,铁血,
埃曼努埃爾·佩薩格諾,埃曼努埃尔·佩萨格诺,zh-CN,zh-TW,601091,驱逐,撒丁帝国,
埃爾德里奇,埃尔德里奇,zh-CN,zh-TW,101261,驱逐,白鹰,
