id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
StarTowerBookFateCardQuest.30401.1,收集元素系列：光之章图鉴数量达到{1},Collect {1} of Emblem: Lux,元素シリーズ：光ノ章を{1}種類収集する,원소 계열: 빛의 장 도감 수집 수량 {1}개 달성,收集元素系列：光之章圖鑑數量達到{1},StarTowerBookFateCardQuest.json
StarTowerBookFateCardQuest.30501.1,收集元素系列：暗之章图鉴数量达到{1},Collect {1} of Emblem: Umbra,元素シリーズ：闇ノ章を{1}種類収集する,원소 계열: 어둠의 장 도감 수집 수량 {1}개 달성,收集元素系列：暗之章圖鑑數量達到{1},StarTowerBookFateCardQuest.json
StarTowerBookFateCardQuest.30601.1,收集元素系列：地之章图鉴数量达到{1},Collect {1} of Emblem: Terra,元素シリーズ：地ノ章を{1}種類収集する,속성 계열: 땅의 장 도감 수집 수량 {1}개 달성,收集元素系列：地之章圖鑑數量達到{1},StarTowerBookFateCardQuest.json
StarTowerQuest.1000.1,激活节点「辉光的奇迹」（完成后解锁更多研究任务）,Activate Node Radiant Miracle (Complete to unlock more research),ノード「輝光の奇跡」を解放（完了後、さらなる研究計画が解放される）,노드 「빛의 기적」 활성화 (완료 후 더 많은 연구 임무 오픈),啟動節點「輝光的奇蹟」（完成後解鎖更多研究任務）,StarTowerQuest.json
StarTowerQuest.1001.1,通关2次难度6或以上的星塔,Clear Monolith of Difficulty 6 or above 2 times,難易度6以上の星ノ塔を2回クリアする,난이도 6 이상의 별의 탑 2회 클리어,通過2次難度6以上的星塔,StarTowerQuest.json
StarTowerQuest.1002.1,累计商店购物200次,Purchase from the Shop a total of 200 times,コンビニで200回買い物する,상점에서 누적 200회 구매,累計商店購物200次,StarTowerQuest.json
StarTowerQuest.1003.1,累计使用强化机达到150次,Use the Enhancement Machine a total of 150 times,強化マシンを150回使用する,강화 머신 누적 150회 사용,累計使用強化機達到150次,StarTowerQuest.json
StarTowerQuest.1004.1,获取新潜能时，触发10次节点「心花怒放」的效果,Trigger Butterflies Inside 10 times when acquiring new Potentials.,新たな素質の獲得時、ノード「歓喜の心」の効果を10回発動させる,"새로운 잠재력 획득 시, 노드 「마음의 꽃」 효과 10회 발동",獲得新潛能時，觸發10次節點「心花怒放」的效果,StarTowerQuest.json
StarTowerQuest.1005.1,强化潜能时，触发5次节点「潜能飞升」的效果,Trigger Potential Boost 5 times when enhancing Potentials.,素質の強化時、ノード「素質飛昇」の効果を5回発動させる,"잠재력 강화 시, 노드 「잠재력 비상」 효과 5회 발동",強化潛能時，觸發5次節點「潛能飛升」的效果,StarTowerQuest.json
StarTowerQuest.101.1,参与1次星塔探索,Participate in Ascension 1 time,星ノ塔探索を1回行う,별의 탑 탐색 1회 참여,參與1次星塔探索,StarTowerQuest.json
StarTowerQuest.102.1,通关1次难度1或以上的烈焰与尘埃,Clear Dust and Flames on Difficulty 1 or above once,「烈火と泥鉱」の難易度1を1回クリアする,난이도 1 이상의 불꽃과 먼지 1회 클리어,通過1次難度1以上的烈焰與塵埃,StarTowerQuest.json
StarTowerQuest.103.1,通关1次难度2或以上的星塔探索,Clear Ascension of Difficulty 2 or above 1 time,難易度2以上の星ノ塔探索を1回クリアする,난이도 2 이상의 별의 탑 탐색 1회 클리어,通過1次難度2以上的星塔探索,StarTowerQuest.json
StarTowerQuest.1100.1,激活节点「后付的代价」,Activate Node: Deferred Cost,ノード「後払いの代価」を解放,노드 「뒤늦은 대가」 활성화,啟動節點「後付的代價」,StarTowerQuest.json
StarTowerQuest.1101.1,通关3次难度8或以上的星塔,Clear Monolith of Difficulty 8 or above 3 times,難易度8以上の星ノ塔を3回クリアする,난이도 8 이상의 별의 탑 3회 클리어,通過3次難度8以上的星塔,StarTowerQuest.json
StarTowerQuest.1102.1,累计获取音符达到3000个,"Collect a total of 3,000 Musical Notes",音符を3000個収集する,"소리 누적 3,000개 획득",累計獲得音符達到3000個,StarTowerQuest.json
StarTowerQuest.1103.1,新获得1个等级达到31级的纪录,Acquire 1 new Record with a rating level of 31,記録レベル31に達している記録を1つ獲得する,31레벨 기록 1개 신규 획득,新獲得1個等級達到31級的紀錄,StarTowerQuest.json
StarTowerQuest.1104.1,累计激活80次协奏技能,Activate Harmony Skill 80 times,星ノ塔でロスレコのアシスト効果を80回解放する,협주 스킬 누적 80회 활성화,啟動協奏技能累計達80次,StarTowerQuest.json
StarTowerQuest.1105.1,获取新潜能时，触发30次节点「心花怒放」的效果,Trigger Butterflies Inside 30 times when acquiring new Potentials,新たな素質の獲得時、ノード「歓喜の心」の効果を30回発動させる,"새로운 잠재력 획득 시, 노드 「마음의 꽃」 효과 30회 발동",獲得新潛能時，觸發30次節點「心花怒放」的效果,StarTowerQuest.json
StarTowerQuest.200.1,激活节点「星梯的密码」（完成后解锁更多研究任务）,Activate Node: Key to the Stairs to the Stars (Complete to unlock more research),ノード「昇降機のパスワード」を解放（完了後、さらなる研究計画が解放される）,노드 「별승강기 암호」 활성화 (완료 후 더 많은 연구 임무 오픈),啟動節點「星梯的密碼」（完成後解鎖更多研究任務）,StarTowerQuest.json
StarTowerQuest.201.1,通关2次难度2或以上的星塔,Clear Monolith of Difficulty 2 or above 2 times,難易度2以上の星ノ塔を2回クリアする,난이도 2 이상의 별의 탑 2회 클리어,通過2次難度2以上的星塔。,StarTowerQuest.json
StarTowerQuest.202.1,商店累计购物10次,Purchase from the Shop 10 times,コンビニで10回買い物する,상점에서 누적 10회 구매,累計商店購物10次,StarTowerQuest.json
StarTowerQuest.203.1,累计获取音符达到30个,Collect a total of 30 Musical Notes,音符を30個集める,소리 누적 30개 획득,累計獲得音符達到30個,StarTowerQuest.json
StarTowerQuest.301.1,获得1个等级达到5级的纪录,Acquire 1 Record with a rating level of 5,ランク5以上の記録を1回獲得する,5레벨 기록 1개 획득,獲得1個等級達到5級的紀錄,StarTowerQuest.json
StarTowerQuest.302.1,累计获取音符达到80个,Collect a total of 80 Musical Notes,音符を80個集める,소리 누적 80개 획득,累計獲得音符達到80個,StarTowerQuest.json
StarTowerQuest.303.1,「星塔事典」累计收录10项逸闻笔记,Collect a total of 10 Anecdotes in Monolith Log,図鑑に逸話ノートを10件登録する,별의 탑 사전에 일화 노트 10개 수록,「星塔事典」累計收錄10項逸聞筆記,StarTowerQuest.json
StarTowerQuest.401.1,通关1次难度3或以上的星塔,Clear Monolith of Difficulty 3 or above 1 time,難易度3以上の星ノ塔を1回クリアする,난이도 3 이상의 별의 탑 1회 클리어,通過1次難度3以上的星塔,StarTowerQuest.json
StarTowerQuest.402.1,商店累计购物20次,Purchase from the Shop 20 times.,コンビニで20回買い物する,상점에서 누적 20회 구매,累計商店購物20次,StarTowerQuest.json
StarTowerQuest.403.1,累计使用强化机达到6次,Use the Enhancement Machine a total of 6 times,強化マシンを6回使用する,강화 머신 누적 6회 사용,累計使用強化機達到6次,StarTowerQuest.json
StarTowerQuest.501.1,累计购买8次折扣商品,Purchase discounted items 8 times,割引アイテムを8回購入する,할인 상품 누적 8회 구매,累積購買8次特價商品,StarTowerQuest.json
StarTowerQuest.502.1,获得1个等级达到10级的纪录,Acquire 1 Record with a rating level of 10,ランク10以上の記録を1回獲得する,10레벨 기록 1개 획득,獲得1個等級達到10級的紀錄,StarTowerQuest.json
StarTowerQuest.503.1,累计获取音符达到150个,Collect a total of 150 Musical Notes,音符を150個集める,소리 누적 150개 획득,累計獲得音符達到150個,StarTowerQuest.json
StarTowerQuest.504.1,累计激活10次协奏技能,Activate Harmony Skill 10 times,ロスレコのアシスト効果を合計10回解放する,협주 스킬 누적 10회 활성화,啟動協奏技能累計達10次,StarTowerQuest.json
StarTowerQuest.505.1,「星塔事典」累计收录20项逸闻笔记,Collect a total of 20 Anecdotes in Monolith Log,図鑑に逸話ノートを20件登録する,별의 탑 사전에 일화 노트 20개 수록,「星塔事典」累計收錄20項逸聞筆記,StarTowerQuest.json
StarTowerQuest.600.1,激活节点「无际心海Ⅰ」（完成后解锁更多研究任务）,Activate Node: Ocean of Souls I (Complete to unlock more research),ノード「果てしない心海Ⅰ」を解放（完了後、さらなる研究計画が解放される）,노드 「끝없는 마음의 바다 Ⅰ」 활성화 (완료 후 더 많은 연구 임무 오픈),啟動節點「無際心海I」（完成後解鎖更多研究任務）,StarTowerQuest.json
StarTowerQuest.601.1,通关1次难度4或以上的星塔,Clear Monolith of Difficulty 4 or above 1 time,難易度4以上の星ノ塔を1回クリアする,난이도 4 이상의 별의 탑 1회 클리어,通過1次難度4以上的星塔,StarTowerQuest.json
StarTowerQuest.602.1,累计商店购物50次,Purchase from the Shop a total of 50 times,コンビニで50回買い物する,상점에서 누적 50회 구매,累計商店購物50次,StarTowerQuest.json
StarTowerQuest.603.1,累计使用强化机达到20次,Use the Enhancement Machine a total of 20 times,強化マシンを20回使用する,강화 머신 누적 20회 사용,累計使用強化機達到20次,StarTowerQuest.json
StarTowerQuest.605.1,触发3次节点「惊喜音符」的效果,Trigger Note of Surprise 3 times,ノード「サプライズノート」の効果を3回発動させる,노드 「서프라이즈 소리」의 효과 3회 발동,觸發3次節點「驚喜音符」的效果,StarTowerQuest.json
StarTowerQuest.701.1,获取新潜能时，触发3次节点「心花怒放」的效果,Trigger Butterflies Inside 3 times when acquiring new Potentials.,新たな素質の獲得時、ノード「歓喜の心」の効果を3回発動させる,"새로운 잠재력 획득 시, 노드 「마음의 꽃」 효과 3회 발동",獲得新潛能時，觸發3次節點「心花怒放」的效果,StarTowerQuest.json
StarTowerQuest.702.1,获得1个等级达到20级的纪录,Acquire 1 Record with a rating level of 20,ランク20以上の記録を1回獲得する,20레벨 기록 1개 획득,獲得1個等級達到20級的紀錄,StarTowerQuest.json
StarTowerQuest.703.1,累计获取音符达到500个,Collect a total of 500 Musical Notes,音符を500個収集する,소리 누적 500개 획득,累計獲得音符達到500個,StarTowerQuest.json
StarTowerQuest.704.1,累计激活25次协奏技能,Activate Harmony Skill 25 times,ロスレコのアシスト効果を合計25回解放する,협주 스킬 누적 25회 활성화,啟動協奏技能累計達25次,StarTowerQuest.json
StarTowerQuest.705.1,「星塔事典」累计收录30项逸闻笔记,Collect a total of 30 Anecdotes in Monolith Log,図鑑に逸話ノートを30件登録する,별의 탑 사전에 일화 노트 30개 수록,「星塔事典」累計收錄30項逸聞筆記,StarTowerQuest.json
StarTowerQuest.800.1,激活节点「无际心海Ⅱ」（完成后解锁更多研究任务）,Activate Node: Ocean of Souls Ⅱ (Complete to unlock more research),ノード「果てしない心海Ⅱ」を解放（完了後、さらなる研究計画が解放される）,노드 「끝없는 마음의 바다 Ⅱ」 활성화 (완료 후 더 많은 연구 임무 오픈),啟動節點「無際心海II」（完成後解鎖更多研究任務）,StarTowerQuest.json
StarTowerQuest.801.1,通关5次难度4或以上的星塔,Clear Monolith of Difficulty 4 or above 5 times,難易度4以上の星ノ塔を5回クリアする,난이도 4 이상의 별의 탑 5회 클리어,通過5次難度4以上的星塔,StarTowerQuest.json
StarTowerQuest.802.1,累计商店购物100次,Purchase from the Shop 100 times,コンビニで100回買い物する,상점에서 누적 100회 구매,累計商店購物100次,StarTowerQuest.json
StarTowerQuest.803.1,累计使用强化机达到80次,Use the Enhancement Machine 80 times,強化マシンを80回使用する,강화 머신 누적 80회 사용,累計使用強化機達到80次,StarTowerQuest.json
StarTowerQuest.804.1,累计进行20次潜能重随,Refresh Potentials 20 times,素質の再抽選を20回行う,잠재력 재조정 누적 20회 진행,累計進行潛能重抽20次,StarTowerQuest.json
StarTowerQuest.900.1,激活节点「仓管的权能」（完成后解锁更多研究任务）,Activate Node: Storage Keeper's Power (Complete to unlock more research),ノード「倉庫管理者の権限」を解放（完了後、さらなる研究計画が解放される）,노드 「창고 관리자 권한」 활성화 (완료 후 더 많은 연구 임무 오픈),啟動節點「倉管的權能」（完成後解鎖更多研究任務）,StarTowerQuest.json
StarTowerQuest.901.1,通关2次难度5或以上的星塔,Clear Monolith of Difficulty 5 or above 2 times,難易度5以上の星ノ塔を2回クリアする,난이도 5 이상의 별의 탑 2회 클리어,通過2次難度5以上的星塔,StarTowerQuest.json
StarTowerQuest.902.1,获得1个等级达到25级的纪录,Acquire 1 Record with a rating level of 25,ランク25以上の記録を1回獲得する,25레벨 기록 1개 획득,獲得1個等級達到25級的紀錄,StarTowerQuest.json
StarTowerQuest.903.1,累计获取音符达到2000个,"Collect a total of 2,000 Musical Notes",音符を2000個収集する,소리 누적 2000개 획득,"累計獲得音符達到2,000個",StarTowerQuest.json
StarTowerQuest.904.1,累计激活50次协奏技能,Activate Harmony Skill 50 times,ロスレコのアシスト効果を合計50回解放する,협주 스킬 누적 50회 활성화,啟動協奏技能累計達50次,StarTowerQuest.json
StarTowerQuest.905.1,「星塔事典」累计收录40项逸闻笔记,Collect a total of 40 Anecdotes in Monolith Log,図鑑に逸話ノートを40件登録する,별의 탑 사전에 일화 노트 40개 수록,「星塔事典」累計收錄40項逸聞筆記,StarTowerQuest.json
StarTowerQuest.906.1,使用10次商店补货,Restock Shop 10 times,在庫補充を10回使用する,상점 재고 보충 10회 사용,使用商店補貨10次,StarTowerQuest.json
TourGuideQuest.1001.1,在星塔探索中通关1次「原初的迷途」,Clear Misstep On One in Ascension once,星ノ塔探索の原初の迷路を1回クリアする,별의 탑 탐색에서 「원초적 미로」 1회 클리어,在星塔探索中通過1次「原初的迷途」,TourGuideQuest.json
TourGuideQuest.1002.1,通关「基础试炼·难度1」,Clear Basic Trial: Difficulty 1,基礎研修の難易度1をクリアする,「기본 시련 난이도1」클리어,通過「基礎試煉·難度1」,TourGuideQuest.json
TourGuideQuest.1003.1,培养一名旅人至等级10,Upgrade 1 Trekker to Lv. 10,巡遊者1人をレベル10にする,여행가 1명을 10레벨까지 육성,培養一名旅人至等級10,TourGuideQuest.json
TourGuideQuest.1004.1,在星塔探索中通关1次元素星塔,Clear Element Monolith in Ascension once,原初の迷路以外の星ノ塔を1回クリアする,「별의 탑 탐색」 임의 속성의 별의 탑 1회 클리어,在星塔探索中通過1次元素星塔,TourGuideQuest.json
TourGuideQuest.2001.1,在「晋升试炼」中满星通关1种难度1的试炼,Clear 1 Difficulty 1 Trial with max stars in Tier-up Trial,昇格試練の難易度1を★3でクリアする,「승급 시련」에서 1종 난이도 1 시련 ★3 클리어,在「晉升試煉」中滿星通過1種難度1的試煉,TourGuideQuest.json
TourGuideQuest.2002.1,将2名旅人提升至1阶,Upgrade 2 Trekkers to Tier 1,巡遊者2人をランク1にする,여행가 2명 1승급 달성,將2名旅人提升至1階,TourGuideQuest.json
TourGuideQuest.2003.1,在「心危擂台」中通过「无极角斗·难度1」,Clear Infinite Arena: Difficulty 1 in the Menace Arena,「無限リング」で「無限アリーナ・難易度1」をクリアする,「혼돈의 아레나」에서 「무한 배틀 난이도1」 클리어,在「心危擂台」中通過「無限競技·難度1」,TourGuideQuest.json
TourGuideQuest.2004.1,将任意1张秘纹升至1阶,Upgrade any 1 Disc to Tier 1,ロスレコ1枚をランク1に昇格する,임의의 1개 레코드 1승급 달성,將任意1張祕紋升至1階,TourGuideQuest.json
TourGuideQuest.3001.1,通关主线「第一章」,Clear Main Story Chapter 1,メインストーリー第一章をクリアする,메인 스토리 「챕터 1」 클리어,通過主線「第一章」,TourGuideQuest.json
TourGuideQuest.3002.1,将任意3名旅人升至1阶以上,Upgrade any 3 Trekkers to Tier 1 or above,巡遊者3人をランク1以上に昇格する,임의의 3개 여행가 1승급 이상 달성,將任意3名旅人升至1階以上,TourGuideQuest.json
TourGuideQuest.3003.1,将任意3张秘纹升至1阶以上,Upgrade any 3 Discs to Tier 1 or above,ロスレコ3枚をランク1以上に昇格する,임의의 3개 레코드 1승급 이상 달성,將任意3張祕紋升至1階以上,TourGuideQuest.json
TourGuideQuest.3004.1,将任意6个战斗技能升至2级以上,Upgrade any 6 combat skills to Lv. 2 or above,巡遊者スキル6個をレベル2以上に強化する,임의의 6개 전투 스킬 레벨 2 이상 달성,將任意6個戰鬥技能升至2級以上,TourGuideQuest.json
TourGuideQuest.3005.1,在「星塔研究」中点亮「星梯的密码」,Light up Key to the Stairs to the Stars in Monolith Research,星ノ塔研究でノード「昇降機のパスワード」を解放する,「별의 탑 연구」육성 노드 「별승강기의 암호」 오픈,在「星塔研究」中點亮「星梯的密碼」,TourGuideQuest.json
TourGuideQuest.3006.1,使用星梯搭乘票速通星塔1次,Clear Monolith through Monolith Stairs Pass once,超高速塔頂チケットを使用して星ノ塔探索をクリアする,별승강기 티켓을 사용해 별의 탑 1회 빠른 클리어,使用星梯搭乘票速通星塔1次,TourGuideQuest.json
TourGuideQuest.3007.1,「星塔事典」累计收录30个角色潜能,Collect a total of 30 Potentials in Monolith Log,図鑑に巡遊者の素質を30個登録する,「별의 탑 사전」에서 캐릭터 잠재력 누적 30개 수집,「星塔事典」收錄角色潛能累計達30個,TourGuideQuest.json
TourGuideQuest.3008.1,「星塔事典」累计收录5项轶闻笔记,Collect a total of 5 Anecdotal Notes in Monolith Log,図鑑に逸話ノートを5個登録する,「별의 탑 사전」에서 일화 노트 누적 5개 수집,「星塔事典」收錄軼聞筆記累計達5項,TourGuideQuest.json
TourGuideQuest.3009.1,在「星塔研究」中点亮「冲线的褒奖」,Light up Honor at the Finish Line in Monolith Research,星ノ塔研究でノード「ゴール表彰」を解放する,「별의 탑 연구」육성 노드 「결승선 표창」 오픈,在「星塔研究」中點亮「衝線的褒獎」,TourGuideQuest.json
TourGuideQuest.3010.1,在星塔中使用1次强化机,Use the Enhancement Machine 1 time in the Monolith,星ノ塔内で強化マシンを1回使用する,별의 탑에서 강화 머신 1회 사용,在星塔中使用1次強化機,TourGuideQuest.json
TourGuideQuest.4001.1,通关主线「第二章」,Clear Main Story Chapter 2,メインストーリー第二章をクリアする,메인 스토리 「챕터 2」 클리어,通過主線「第二章」,TourGuideQuest.json
TourGuideQuest.4002.1,将任意4名旅人升至2阶以上,Upgrade any 4 Trekkers to Tier 2 or above,巡遊者4人をランク2以上に昇格する,임의의 4개 여행가 2승급 이상 달성,將任意4名旅人升至2階以上,TourGuideQuest.json
TourGuideQuest.4003.1,将任意5张秘纹升至2阶以上,Upgrade any 5 Discs to Tier 2 or above,ロスレコ5枚をランク2以上に昇格する,임의의 5개 레코드 2승급 이상 달성,將任意5張祕紋升至2階以上,TourGuideQuest.json
TourGuideQuest.4004.1,将任意4个战斗技能升至3级以上,Upgrade any 4 combat skills to Lv. 3 or above,巡遊者スキル4個をレベル3以上に強化する,임의의 4개 전투 스킬 레벨 3 이상 달성,將任意4個戰鬥技能升至3級以上,TourGuideQuest.json
TourGuideQuest.4005.1,在「星塔研究」中点亮「命运的选择」,Light up Destiny's Choice in Monolith Research,星ノ塔研究でノード「運命の選択」を解放する,「별의 탑 연구」 육성 노드 「운명의 선택」 오픈,在「星塔研究」中點亮「命運的選擇」,TourGuideQuest.json
TourGuideQuest.4006.1,「星塔事典」累计收录15项轶闻笔记,Collect a total of 15 Anecdotal Notes in Monolith Log,図鑑に逸話ノートを15個登録する,「별의 탑 사전」에서 일화 노트 누적 15개 수집,「星塔事典」收錄軼聞筆記累計達15項,TourGuideQuest.json
TourGuideQuest.4007.1,在星塔中使用6次强化机,Use the Enhancement Machine 6 times in the Monolith,星ノ塔内で強化マシンを6回使用する,별의 탑에서 강화 머신 6회 사용,在星塔中使用6次強化機,TourGuideQuest.json
TourGuideQuest.4008.1,「星塔事典」累计收录50个角色潜能,Collect a total of 50 Potentials in Monolith Log,図鑑に巡遊者の素質を50個登録する,「별의 탑 사전」에서 캐릭터 잠재력 누적 50개 수집,「星塔事典」收錄角色潛能累計達50個,TourGuideQuest.json
TourGuideQuest.4009.1,在「晋升试炼」中满星通关3种难度2的试炼,Clear 3 Difficulty 2 Trials with max stars in Tier-up Trial,昇格試練で難易度2の試練を3種類★3でクリアする,「승급 시련」에서 3종 난이도 2 시련 ★3 클리어,在「晉升試煉」中滿星通過3種難度2的試煉,TourGuideQuest.json
TourGuideQuest.4010.1,满星通关「基础试炼·难度2」,Clear Basic Trial: Difficulty 2 with max stars,基礎研修の難易度2を★3でクリアする,「기본 시련 난이도2」 ★3 클리어,滿星通過「基礎試煉·難度2」,TourGuideQuest.json
TourGuideQuest.4011.1,在「心危擂台」中任意2座擂台通关难度2,Clear 2 different arenas on Difficulty 2 in Menace Arena,「無限リング」の任意の2つのリングで難易度2をクリアする,「혼돈의 아레나」의 아레나 2개에서 난이도2 클리어,在「心危擂台」中通過任2座擂台難度2,TourGuideQuest.json
TourGuideQuest.5001.1,在「晋升试炼」中满星通关3种难度3的试炼,Clear 3 Difficulty 3 Trials with max stars in Tier-up Trial,昇格試練で難易度3の試練を3種類★3でクリアする,「승급 시련」에서 3종 난이도 3 시련 ★3 클리어,在「晉升試煉」中滿星通過3種難度3的試煉,TourGuideQuest.json
TourGuideQuest.5002.1,满星通关「基础试炼·难度3」,Clear Basic Trial: Difficulty 3 with max stars,基礎研修で難易度3を★3でクリアする,「기본 시련 난이도3」 ★3 클리어,滿星通過「基礎試煉·難度3」,TourGuideQuest.json
TourGuideQuest.5003.1,将任意6名旅人升至3阶以上,Upgrade any 6 Trekkers to Tier 3 or above,巡遊者6人をランク3以上に昇格する,임의의 6개 여행가 3승급 이상 달성,將任意6名旅人升至3階以上,TourGuideQuest.json
TourGuideQuest.5004.1,将任意5张秘纹升至3阶以上,Upgrade any 5 Discs to Tier 3 or above,ロスレコ5枚をランク3以上に昇格する,임의의 5개 레코드 3승급 이상 달성,將任意5張祕紋升至3階以上,TourGuideQuest.json
TourGuideQuest.5005.1,将任意6个战斗技能升至3级以上,Upgrade any 6 combat skills to Lv. 3 or above,巡遊者スキル6個をレベル3以上に強化する,임의의 6개 전투 스킬 레벨 3 이상 달성,將任意6個戰鬥技能升至3級以上,TourGuideQuest.json
TourGuideQuest.5006.1,在「心危擂台」中任意2座擂台通关难度3,Clear any 2 arenas on Difficulty 3 in the Menace Arena,「無限リング」の任意の2つのリングで難易度3をクリアする,「혼돈의 아레나」의 아레나 2개에서 난이도3 클리어,在「心危擂台」中通過任2座擂台難度3,TourGuideQuest.json
TourGuideQuest.5007.1,通关指定灾变防线关卡「港口防卫Ⅱ」,Clear Cataclysm Survivor stage: Port Defense Ⅱ,骸魔防衛戦：骸魔襲来Ⅱをクリアする,지정된 재앙의 전선 스테이지 「항구 방어 Ⅱ」 클리어,通過指定災變防線關卡「港口防衛Ⅱ」,TourGuideQuest.json
TourGuideQuest.6001.1,在「晋升试炼」中满星通关3种难度4的试炼,Clear 3 Difficulty 4 Trials with max stars in Tier-up Trial,昇格試練で難易度4の試練を3種類★3でクリアする,「승급 시련」에서 3종 난이도 4 시련 ★3 클리어,在「晉升試煉」中滿星通過3種難度4的試煉,TourGuideQuest.json
TourGuideQuest.6002.1,将任意3名旅人升至4阶以上,Upgrade any 3 Trekkers to Tier 4 or above,巡遊者3人をランク4以上に昇格する,임의의 3개 여행가 4승급 이상 달성,將任意3名旅人升至4階以上,TourGuideQuest.json
TourGuideQuest.6003.1,将任意5张秘纹升至4阶以上,Upgrade any 5 Discs to Tier 4 or above,ロスレコ5枚をランク4以上に昇格する,임의의 5개 레코드 4승급 이상 달성,將任意5張祕紋升至4階以上,TourGuideQuest.json
TourGuideQuest.6004.1,将任意12个战斗技能升至3级以上,Upgrade any 12 combat skills to Lv. 3 or above,巡遊者スキル12個をレベル3以上に強化する,임의의 12개 전투 스킬 레벨 3 이상 달성,將任意12個戰鬥技能升至3級以上,TourGuideQuest.json
TourGuideQuest.6005.1,在「心危擂台」中任意2座擂台通关难度4,Clear any 2 arenas on Difficulty 4 in the Menace Arena,「無限リング」の任意の2つのリングで難易度4をクリアする,「혼돈의 아레나」의 아레나 2개에서 난이도4 클리어,在「心危擂台」中通過任2座擂台難度4,TourGuideQuest.json
TourGuideQuest.6006.1,通关指定灾变防线关卡「港口防卫Ⅳ」,Clear Cataclysm Survivor stage: Port Defense Ⅳ,骸魔防衛戦：骸魔襲来Ⅳをクリアする,지정된 재앙의 전선 스테이지 「항구 방어 Ⅳ」 클리어,通過指定災變防線關卡「港口防衛Ⅳ」,TourGuideQuest.json
TourGuideQuest.7001.1,满星通关「基础试炼·难度4」,Clear Basic Trial: Difficulty 4 with max stars,基礎研修の難易度4を★3でクリアする,「기본 시련 난이도4」 ★3 클리어,滿星通過「基礎試煉·難度4」,TourGuideQuest.json
TourGuideQuest.7002.1,将任意4名旅人升至5阶以上,Upgrade any 4 Trekkers to Tier 5 or above,巡遊者4人をランク5以上に昇格する,임의의 4개 여행가 5승급 이상 달성,將任意4名旅人升至5階以上,TourGuideQuest.json
TourGuideQuest.7003.1,将任意5张秘纹升至5阶以上,Upgrade any 5 Discs to Tier 5 or above,ロスレコ5枚をランク5以上に昇格する,임의의 5개 레코드 5승급 이상 달성,將任意5張祕紋升至5階以上,TourGuideQuest.json
TourGuideQuest.7004.1,将任意6个战斗技能升至4级以上,Upgrade any 6 combat skills to Lv. 4 or above,巡遊者スキル6個をレベル4以上に強化する,임의의 6개 전투 스킬 레벨 4 이상 달성,將任意6個戰鬥技能升至4級以上,TourGuideQuest.json
TourGuideQuest.7005.1,在「真格挑战」中通关3种难度1的关卡,Clear 3 Difficulty 1 Trials with max stars in Proving Grounds,首領討伐の難易度1ステージを3つクリアする,「진리 도전」에서 3종 난이도 1 스테이지 클리어,在「真格挑戰」中通過3種難度1的關卡,TourGuideQuest.json
TourGuideQuest.7006.1,在「心危擂台」中任意2座擂台通关难度5 第5擂,Clear any 2 arenas in Arena 5 on Difficulty 5 in the Menace Arena,「無限リング」の任意の2つのリングで難易度5・第5階層をクリアする,「혼돈의 아레나」의 아레나 2개에서 난이도5 05아레나 클리어,在「心危擂台」中通過任2座擂台難度5 第5擂,TourGuideQuest.json
TourGuideQuest.8001.1,将任意6名旅人升至5阶以上,Upgrade any 6 Trekkers to Tier 5 or above,巡遊者6人をランク5以上に昇格する,임의의 6개 여행가 5승급 이상 달성,將任意6名旅人升至5階以上,TourGuideQuest.json
TourGuideQuest.8002.1,将任意8张秘纹升至5阶以上,Upgrade any 8 Discs to Tier 5 or above,ロスレコ8枚をランク5以上に昇格する,임의의 8개 레코드 5승급 이상 달성,將任意8張祕紋升至5階以上,TourGuideQuest.json
TourGuideQuest.8003.1,将任意12个战斗技能升至4级以上,Upgrade any 12 combat skills to Lv. 4 or above,巡遊者スキル12個をレベル4以上に強化する,임의의 12개 전투 스킬 레벨 4 이상 달성,將任意12個戰鬥技能升至4級以上,TourGuideQuest.json
TourGuideQuest.8004.1,在「心危擂台」中任意2座擂台通关难度5,Clear any 2 arenas on Difficulty 5 in the Menace Arena,「無限リング」の任意の2つのリングで難易度5をクリアする,「혼돈의 아레나」의 아레나 2개에서 난이도5 클리어,在「心危擂台」中通過任2座擂台難度5,TourGuideQuest.json
TourGuideQuest.8005.1,在「纹章试炼」中完成1次战斗,Complete 1 battle in Emblem Trial,徽章試練を1回クリアする,「배지 시련」에서 전투 1회 완료,在「紋章試煉」中完成1次戰鬥,TourGuideQuest.json
TourGuideQuest.8006.1,通关指定灾变防线关卡「港口防卫Ⅵ」,Clear Cataclysm Survivor stage: Port Defense VI,骸魔防衛戦：骸魔襲来Ⅵをクリアする,지정된 재앙의 전선 스테이지 「항구 방어 Ⅵ」 클리어,通過指定災變防線關卡「港口防衛Ⅵ」,TourGuideQuest.json
TourGuideQuest.9001.1,将任意6名旅人升至6阶以上,Upgrade any 6 Trekkers to Tier 6 or above,巡遊者6人をランク6以上に昇格する,임의의 6개 여행가 6승급 이상 달성,將任意6名旅人升至6階以上,TourGuideQuest.json
