source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
阿斯托利亚,アストリア,ja-JP,zh-CN,103081,重巡,Heavy Cruiser,白鹰,Eagle Union,,standard,阿斯托利亚,,
阿瑞托莎,アリシューザ,ja-JP,zh-CN,202131,轻巡,Light Cruiser,皇家,Royal Navy,,standard,阿瑞托莎,,
阿芙乐尔,アヴローラ,ja-JP,zh-CN,702011,轻巡,Light Cruiser,北方联合,Northern Parliament,,standard,阿芙乐尔,,
阿蒂利奥·雷戈洛,アッティリオ・レゴロ,ja-JP,zh-CN,601101,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,阿蒂利奥·雷戈洛,,
阿贝克隆比,アバークロンビー,ja-JP,zh-CN,213041,重炮,Monitor,皇家,Royal Navy,,standard,阿贝克隆比,,
阿贺野,阿賀野,ja-JP,zh-CN,302201,轻巡,Light Cruiser,重樱,Sakura Empire,,standard,阿贺野,豼,
阿贾克斯,エイジャックス,ja-JP,zh-CN,202031,轻巡,Light Cruiser,皇家,Royal Navy,,standard,阿贾克斯,,
阿达尔伯特亲王,プリンツ・アーダルベルト,ja-JP,zh-CN,403101,重巡,Heavy Cruiser,铁血,Iron Blood,,standard,阿达尔伯特亲王,阿德莉娅亲王,
陆奥,陸奥,ja-JP,zh-CN,305061,战列,Battleship,重樱,Sakura Empire,,standard,陆奥,鲛,
隼鹰,隼鷹,ja-JP,zh-CN,306021,轻航,Light Carrier,重樱,Sakura Empire,,standard,隼鹰,鸢,
隼鹰·META,隼鷹(META),ja-JP,zh-CN,9706021,轻航,Light Carrier,META,META,META,standard,隼鹰·META,鸢·META,
雅努斯,ジェーナス,ja-JP,zh-CN,201351,驱逐,Destroyer,皇家,Royal Navy,,standard,雅努斯,,
雪不归,雪不帰,ja-JP,zh-CN,11000051,战列,Battleship,联动阵营,Collab,,standard,雪不归,,
雪风,雪風,ja-JP,zh-CN,301161,驱逐,Destroyer,重樱,Sakura Empire,,standard,雪风,莲,
雫,しずく,ja-JP,zh-CN,10600111,战列,Battleship,联动阵营,Collab,,standard,雫,,
雷根斯堡,レーゲンスブルク,ja-JP,zh-CN,402101,轻巡,Light Cruiser,铁血,Iron Blood,,standard,雷根斯堡,瑞吉娜,
雷根斯堡·META,レーゲンスブルク(META),ja-JP,zh-CN,9702111,轻巡,Light Cruiser,META,META,META,standard,雷根斯堡·META,瑞吉娜·META,
雷鸣,グレミャーシュチ,ja-JP,zh-CN,701071,驱逐,Destroyer,北方联合,Northern Parliament,,standard,雷鸣,,
雾岛,霧島,ja-JP,zh-CN,304041,战巡,Battlecruiser,重樱,Sakura Empire,,standard,雾岛,鳗,
霍比,ホビー,ja-JP,zh-CN,101361,驱逐,Destroyer,白鹰,Eagle Union,,standard,霍比,,
霞,かすみ,ja-JP,zh-CN,10600031,重巡,Heavy Cruiser,联动阵营,Collab,,standard,霞,蕸,
霞.改,霞改,ja-JP,zh-CN,301534,驱逐,Destroyer,重樱,Sakura Empire,,standard,霞.改,蕸.改,
霞飞,ジョッフル,ja-JP,zh-CN,907011,正航,Aircraft Carrier,维希教廷,Vichya Dominion,,standard,霞飞,,
露娜,ルナ,ja-JP,zh-CN,10600081,轻航,Light Carrier,联动阵营,Collab,,standard,露娜,,
露露缇耶,ルルティエ,ja-JP,zh-CN,10300031,轻巡,Light Cruiser,联动阵营,Collab,,standard,露露缇耶,,
青叶,青葉,ja-JP,zh-CN,303031,重巡,Heavy Cruiser,重樱,Sakura Empire,,standard,青叶,犹,
顽皮,オゾルノイ,ja-JP,zh-CN,701131,驱逐,Destroyer,北方联合,Northern Parliament,,standard,顽皮,,
风云,風雲,ja-JP,zh-CN,301861,驱逐,Destroyer,重樱,Sakura Empire,,standard,风云,枟,
飞云,飛雲,ja-JP,zh-CN,501071,驱逐,Destroyer,东煌,Dragon Empery,,standard,飞云,,
飞鸟,飛鳥,ja-JP,zh-CN,11000011,轻巡,Light Cruiser,联动阵营,Collab,,standard,飞鸟,,
飞鸟川千濑,飛鳥川ちせ,ja-JP,zh-CN,10800061,正航,Aircraft Carrier,联动阵营,Collab,,standard,飞鸟川千濑,,
飞鹰,飛鷹,ja-JP,zh-CN,306011,轻航,Light Carrier,重樱,Sakura Empire,,standard,飞鹰,鸱,
飞鹰·META,飛鷹(META),ja-JP,zh-CN,9706011,轻航,Light Carrier,META,META,META,standard,飞鹰·META,鸱·META,
飞龙,飛龍,ja-JP,zh-CN,307041,正航,Aircraft Carrier,重樱,Sakura Empire,,standard,飞龙,龙,
飞龙·META,飛龍(META),ja-JP,zh-CN,900333,正航,Aircraft Carrier,META,META,META,standard,飞龙·META,龙·META,
香格里拉,シャングリラ,ja-JP,zh-CN,107381,正航,Aircraft Carrier,白鹰,Eagle Union,,standard,香格里拉,,
香槟,シャンパーニュ,ja-JP,zh-CN,899021,战列,Battleship,自由鸢尾,Iris Libre,,standard,香槟,,
香迪,シャンディ,ja-JP,zh-CN,10600121,重巡,Heavy Cruiser,联动阵营,Collab,,standard,香迪,,
马可波罗,マルコ・ポーロ,ja-JP,zh-CN,699011,战列,Battleship,撒丁帝国,Sardegna Empire,,standard,马可波罗,,
马塞纳,マッセナ,ja-JP,zh-CN,804011,战巡,Battlecruiser,自由鸢尾,Iris Libre,,standard,马塞纳,,
马布尔黑德,マーブルヘッド,ja-JP,zh-CN,102271,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,马布尔黑德,,
马拉尼,マラニー,ja-JP,zh-CN,101391,驱逐,Destroyer,白鹰,Eagle Union,,standard,马拉尼,,
马格德堡,マクデブルク,ja-JP,zh-CN,402061,轻巡,Light Cruiser,铁血,Iron Blood,,standard,马格德堡,马格达莱娜,
马耶·布雷泽,マイレ・ブレゼ,ja-JP,zh-CN,801081,驱逐,Destroyer,自由鸢尾,Iris Libre,,standard,马耶·布雷泽,,
马萨诸塞,マサチューセッツ,ja-JP,zh-CN,105191,战列,Battleship,白鹰,Eagle Union,,standard,马萨诸塞,,
马赛曲,マルセイエーズ,ja-JP,zh-CN,902021,轻巡,Light Cruiser,维希教廷,Vichya Dominion,,standard,马赛曲,,
马里兰,メリーランド,ja-JP,zh-CN,105101,战列,Battleship,白鹰,Eagle Union,,standard,马里兰,,
骏河,駿河,ja-JP,zh-CN,305141,战列,Battleship,重樱,Sakura Empire,,standard,骏河,鲪,
鲁普雷希特亲王,プリンツ・ループレヒト,ja-JP,zh-CN,499071,战巡,Battlecruiser,铁血,Iron Blood,,standard,鲁普雷希特亲王,蕾贝卡亲王,
鲁莽,ル・テメレール,ja-JP,zh-CN,801031,驱逐,Destroyer,自由鸢尾,Iris Libre,,standard,鲁莽,,
鲁莽(μ兵装),ル・テメレール(μ兵装),ja-JP,zh-CN,801091,驱逐,Destroyer,自由鸢尾,Iris Libre,μ兵装,standard,鲁莽(μ兵装),,
鲦鱼,デイス,ja-JP,zh-CN,108011,潜艇,Submarine,白鹰,Eagle Union,,standard,鲦鱼,,
鲱鱼,ヘリング,ja-JP,zh-CN,108091,潜艇,Submarine,白鹰,Eagle Union,,standard,鲱鱼,,
鸟海,鳥海,ja-JP,zh-CN,303141,重巡,Heavy Cruiser,重樱,Sakura Empire,,standard,鸟海,猋,
鸢一折纸,鳶一折紙,ja-JP,zh-CN,11500021,正航,Aircraft Carrier,联动阵营,Collab,,standard,鸢一折纸,,
鹦鹉螺,ノーチラス,ja-JP,zh-CN,108071,潜艇,Submarine,白鹰,Eagle Union,,standard,鹦鹉螺,,
鹰,イーグル,ja-JP,zh-CN,207011,正航,Aircraft Carrier,皇家,Royal Navy,,standard,鹰,,
麦考尔,マッコール,ja-JP,zh-CN,101071,驱逐,Destroyer,白鹰,Eagle Union,,standard,麦考尔,,
黎塞留,リシュリュー,ja-JP,zh-CN,805011,战列,Battleship,自由鸢尾,Iris Libre,,standard,黎塞留,,
黑太子,ブラック・プリンス,ja-JP,zh-CN,202241,轻巡,Light Cruiser,皇家,Royal Navy,,standard,黑太子,,
黑暗界,エレバス,ja-JP,zh-CN,213011,重炮,Monitor,皇家,Royal Navy,,standard,黑暗界,,
黑暗界·META,エレバス(META),ja-JP,zh-CN,9713011,重炮,Monitor,META,META,META,standard,黑暗界·META,,
黑泽伍德,ヘイゼルウッド,ja-JP,zh-CN,101341,驱逐,Destroyer,白鹰,Eagle Union,,standard,黑泽伍德,,
黑潮,黒潮,ja-JP,zh-CN,301271,驱逐,Destroyer,重樱,Sakura Empire,,standard,黑潮,蓉,
黛朵,ダイドー,ja-JP,zh-CN,202041,轻巡,Light Cruiser,皇家,Royal Navy,,standard,黛朵,,
黛朵(μ兵装),ダイドー(μ兵装),ja-JP,zh-CN,202281,轻巡,Light Cruiser,皇家,Royal Navy,μ兵装,standard,黛朵(μ兵装),,
齐柏林伯爵,グラーフ・ツェッペリン,ja-JP,zh-CN,407011,正航,Aircraft Carrier,铁血,Iron Blood,,standard,齐柏林伯爵,海拉伯爵,
龙凤,龍鳳,ja-JP,zh-CN,306071,轻航,Light Carrier,重樱,Sakura Empire,,standard,龙凤,鸗,
龙武,龍武,ja-JP,zh-CN,501051,驱逐,Destroyer,东煌,Dragon Empery,,standard,龙武,,
龙骑兵,カラビニエーレ,ja-JP,zh-CN,601021,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,龙骑兵,,
龙骑兵·META,カラビニエーレ(META),ja-JP,zh-CN,9701111,驱逐,Destroyer,META,META,META,standard,龙骑兵·META,,
龙骧,龍驤,ja-JP,zh-CN,306061,轻航,Light Carrier,重樱,Sakura Empire,,standard,龙骧,枭,
Z23- 傳說級戰士,Z23- 传说级战士,ja-JP,zh-TW,900411,驱逐,Destroyer,通用,Universal,,,Z23- 传说级战士,,
{namecode:522},旗風(META),ja-JP,zh-TW,9701031,驱逐,Destroyer,META,META,META,,旗风·META,樋·META,
三浦梓,三浦あずさ,ja-JP,zh-TW,10700041,重巡,Heavy Cruiser,联动阵营,Collab,,,三浦 梓,,
不屈-王國軍守護騎士,不屈-王国军守护骑士,ja-JP,zh-TW,900420,驱逐,Destroyer,通用,Universal,,,不屈-王国军守护骑士,,
不撓,インドミタブル,ja-JP,zh-TW,207121,正航,Aircraft Carrier,皇家,Royal Navy,,,不挠,,
亞利桑那,アリゾナ,ja-JP,zh-TW,105041,战列,Battleship,白鹰,Eagle Union,,,亚利桑那,,
亞利桑那·META,アリゾナ(META),ja-JP,zh-TW,9705031,战列,Battleship,META,META,META,,亚利桑那·META,,
亞德,ヤーデ,ja-JP,zh-TW,406031,轻航,Light Carrier,铁血,Iron Blood,,,亚德,阿黛尔,
亞爾薇特,アルヴィト,ja-JP,zh-TW,404061,战巡,Battlecruiser,铁血,Iron Blood,,,亚尔薇特,,
亞爾薩斯,アルザス,ja-JP,zh-TW,805031,战列,Battleship,自由鸢尾,Iris Libre,,,阿尔萨斯,,
亞特蘭大,アトランタ,ja-JP,zh-TW,102061,轻巡,Light Cruiser,白鹰,Eagle Union,,,亚特兰大,,
什羅普郡,シュロップシャー,ja-JP,zh-TW,203021,重巡,Heavy Cruiser,皇家,Royal Navy,,,什罗普郡,,
企業,エンタープライズ,ja-JP,zh-TW,107061,正航,Aircraft Carrier,白鹰,Eagle Union,,,企业,,
伊莉絲,エリーゼ,ja-JP,zh-TW,10600101,正航,Aircraft Carrier,联动阵营,Collab,,,伊莉丝,,
伊莉莎白女王,クイーン・エリザベス,ja-JP,zh-TW,205011,战列,Battleship,皇家,Royal Navy,,,伊丽莎白女王,,
伊莉莎白女王·META,クイーン・エリザベス(META),ja-JP,zh-TW,9705041,战列,Battleship,META,META,META,,伊丽莎白女王·META,,
伏羅希洛夫,ヴォロシーロフ,ja-JP,zh-TW,702071,轻巡,Light Cruiser,北方联合,Northern Parliament,,,伏罗希洛夫,,
休士頓,ヒューストン,ja-JP,zh-TW,103051,重巡,Heavy Cruiser,白鹰,Eagle Union,,,休斯敦,,
休士頓II,ヒューストンⅡ,ja-JP,zh-TW,102311,轻巡,Light Cruiser,白鹰,Eagle Union,II型,,休斯敦II,,
伯明罕,バーミンガム,ja-JP,zh-TW,102231,轻巡,Light Cruiser,白鹰,Eagle Union,,,伯明翰,,
佛萊契爾,フレッチャー,ja-JP,zh-TW,101091,驱逐,Destroyer,白鹰,Eagle Union,,,弗莱彻,,
佩內洛珀,ペネロピ,ja-JP,zh-TW,202291,轻巡,Light Cruiser,皇家,Royal Navy,,,佩内洛珀,,
俾斯麥,ビスマルク,ja-JP,zh-TW,405011,战列,Battleship,铁血,Iron Blood,,,俾斯麦,奥德莉亚,
俾斯麥Zwei,ビスマルクZwei,ja-JP,zh-TW,405051,战列,Battleship,铁血,Iron Blood,,,俾斯麦Zwei,奥德莉亚Zwei,
倔強,ルピニャート,ja-JP,zh-TW,801041,驱逐,Destroyer,自由鸢尾,Iris Libre,,,倔强,,
倔強-王國軍二級魔法師,倔强-王国军二级魔法师,ja-JP,zh-TW,900418,驱逐,Destroyer,通用,Universal,,,倔强-王国军二级魔法师,,
倫敦,ロンドン,ja-JP,zh-TW,203011,重巡,Heavy Cruiser,皇家,Royal Navy,,,伦敦,,
傑維斯,ジャーヴィス,ja-JP,zh-TW,201341,驱逐,Destroyer,皇家,Royal Navy,,,贾维斯,,
傑金斯,ジェンキンス,ja-JP,zh-TW,101301,驱逐,Destroyer,白鹰,Eagle Union,,,杰金斯,,
優米雅‧利斯菲爾德,优米雅·利斯菲尔德,ja-JP,zh-TW,900517,轻航,Light Carrier,联动阵营,Collab,,,优米雅·利斯菲尔德,,
兇猛,スヴィレピイ,ja-JP,zh-TW,701121,驱逐,Destroyer,北方联合,Northern Parliament,,,凶猛,,
光榮,グロリアス,ja-JP,zh-TW,207061,正航,Aircraft Carrier,皇家,Royal Navy,,,光荣,,
光榮·META,グロリアス(META),ja-JP,zh-TW,9707071,正航,Aircraft Carrier,META,META,META,,光荣·META,,
光輝,イラストリアス,ja-JP,zh-TW,207031,正航,Aircraft Carrier,皇家,Royal Navy,,,光辉,,
光輝(μ兵裝),イラストリアス(μ兵装),ja-JP,zh-TW,207111,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装,,光辉(μ兵装),,
克拉倫斯·K·布朗森,クラレンス・K・ブロンソン,ja-JP,zh-TW,101551,驱逐,Destroyer,白鹰,Eagle Union,,,克拉伦斯·K·布朗森,,
克里夫蘭,クリーブランド,ja-JP,zh-TW,102091,轻巡,Light Cruiser,白鹰,Eagle Union,,,克利夫兰,,
克里夫蘭(μ兵裝),クリーブランド(μ兵装),ja-JP,zh-TW,102241,轻巡,Light Cruiser,白鹰,Eagle Union,μ兵装,,克利夫兰(μ兵装),,
克里夫蘭·META,クリーブランド(META),ja-JP,zh-TW,9702091,轻巡,Light Cruiser,META,META,META,,克利夫兰·META,,
克里蒙梭,クレマンソー,ja-JP,zh-TW,905021,战列,Battleship,维希教廷,Vichya Dominion,,,克莱蒙梭,,
克麗奧佩脫拉,クレオパトラ,ja-JP,zh-TW,202351,轻巡,Light Cruiser,皇家,Royal Navy,,,克利奥佩特拉,,
內華達,ネバダ,ja-JP,zh-TW,105011,战列,Battleship,白鹰,Eagle Union,,,内华达,,
內華達·META,ネバダ(META),ja-JP,zh-TW,9705091,战列,Battleship,META,META,META,,内华达·META,,
冒險加利號,アドヴェンチャー・ギャレー,ja-JP,zh-TW,900465,风帆,Sailing Frigate,飓风船团,Tempesta,,,加里冒险号,,
冒險號,アドベンチャー,ja-JP,zh-TW,9600161,风帆,Sailing Frigate,飓风船团,Tempesta,,,冒险号,,
凱旋,ル・トリオンファン,ja-JP,zh-TW,801011,驱逐,Destroyer,自由鸢尾,Iris Libre,,,凯旋,,
凱爾聖,ケルサン,ja-JP,zh-TW,901041,驱逐,Destroyer,维希教廷,Vichya Dominion,,,凯尔圣,,
列星頓,レキシントン,ja-JP,zh-TW,107021,正航,Aircraft Carrier,白鹰,Eagle Union,,,列克星敦,,
列星頓II,レキシントンⅡ,ja-JP,zh-TW,107161,正航,Aircraft Carrier,白鹰,Eagle Union,II型,,列克星敦II,,
利托里奧,リットリオ,ja-JP,zh-TW,605021,战列,Battleship,撒丁帝国,Sardegna Empire,,,利托里奥,,
前衛,ヴァンガード,ja-JP,zh-TW,205131,战列,Battleship,皇家,Royal Navy,,,前卫,,
前衛-王國軍方旗騎士,前卫-王国军方旗骑士,ja-JP,zh-TW,900422,战列,Battleship,通用,Universal,,,前卫-王国军方旗骑士,,
加利福尼亞,カリフォルニア,ja-JP,zh-TW,105081,战列,Battleship,白鹰,Eagle Union,,,加利福尼亚,,
加富爾伯爵,コンテ・ディ・カブール,ja-JP,zh-TW,605051,战列,Battleship,撒丁帝国,Sardegna Empire,,,加富尔伯爵,,
加拉蒂亞,ガラティア,ja-JP,zh-TW,202141,轻巡,Light Cruiser,皇家,Royal Navy,,,加拉蒂亚,,
加斯科涅(μ兵裝),ガスコーニュ(μ兵装),ja-JP,zh-TW,905031,战列,Battleship,维希教廷,Vichya Dominion,μ兵装,,加斯科涅(μ兵装),,
努比亞,ヌビアン,ja-JP,zh-TW,201371,驱逐,Destroyer,皇家,Royal Navy,,,努比亚人,,
努比亞-藥劑師,努比亚人-药剂师,ja-JP,zh-TW,900416,战巡,Battlecruiser,通用,Universal,,,努比亚人-药剂师,,
勇氣,ギャラント,ja-JP,zh-TW,201391,驱逐,Destroyer,皇家,Royal Navy,,,勇气,,
勒馬爾,ル・マルス,ja-JP,zh-TW,901011,驱逐,Destroyer,维希教廷,Vichya Dominion,,,勒马尔,,
勝利,ヴィクトリアス,ja-JP,zh-TW,207041,正航,Aircraft Carrier,皇家,Royal Navy,,,胜利,,
北卡羅來納,ノースカロライナ,ja-JP,zh-TW,105121,战列,Battleship,白鹰,Eagle Union,,,北卡罗来纳,,
匹茲堡,ピッツバーグ,ja-JP,zh-TW,103281,重巡,Heavy Cruiser,白鹰,Eagle Union,,,匹兹堡,,
千歲,千歳,ja-JP,zh-TW,306081,轻航,Light Carrier,重樱,Sakura Empire,,,千岁,鹂,
千里達,トリニダード,ja-JP,zh-TW,202361,轻巡,Light Cruiser,皇家,Royal Navy,,,特立尼达,,
半人馬,セントー,ja-JP,zh-TW,206041,轻航,Light Carrier,皇家,Royal Navy,,,半人马,,
南安普敦,サウサンプトン,ja-JP,zh-TW,202071,轻巡,Light Cruiser,皇家,Royal Navy,,,南安普顿,,
南達科他,サウスダコタ,ja-JP,zh-TW,105141,战列,Battleship,白鹰,Eagle Union,,,南达科他,,
博爾扎諾,ボルツァーノ,ja-JP,zh-TW,603051,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,博尔扎诺,,
博爾扎諾·META,博尔扎诺·META,ja-JP,zh-TW,900489,重巡,Heavy Cruiser,META,META,META,,博尔扎诺·META,,
卡爾斯魯厄,カールスルーエ,ja-JP,zh-TW,402021,轻巡,Light Cruiser,铁血,Iron Blood,,,卡尔斯鲁厄,夏璐尔,
卡菈·伊迪亞斯,カラ・イデアス,ja-JP,zh-TW,10900061,超巡,Large Cruiser,联动阵营,Collab,,,卡菈·伊迪亚斯,,
卡薩布蘭卡,カサブランカ,ja-JP,zh-TW,106551,轻航,Light Carrier,白鹰,Eagle Union,,,卡萨布兰卡,,
印第安納,インディアナ,ja-JP,zh-TW,105151,战列,Battleship,白鹰,Eagle Union,,,印第安纳,,
印第安納波利斯,インディアナポリス,ja-JP,zh-TW,103071,重巡,Heavy Cruiser,白鹰,Eagle Union,,,印第安纳波利斯,,
厭戰,ウォースパイト,ja-JP,zh-TW,205021,战列,Battleship,皇家,Royal Navy,,,厌战,,
反擊,レパルス,ja-JP,zh-TW,204021,战巡,Battlecruiser,皇家,Royal Navy,,,反击,,
反擊·META,反击·META,ja-JP,zh-TW,900505,战巡,Battlecruiser,META,META,META,,反击·META,,
可畏(μ兵裝),フォーミダブル(μ兵装),ja-JP,zh-TW,207141,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装,,可畏(μ兵装),,
史特拉斯堡,ストラスブール,ja-JP,zh-TW,900446,战巡,Battlecruiser,维希教廷,Vichya Dominion,,,斯特拉斯堡,,
司戰女神,ベローナ,ja-JP,zh-TW,202311,轻巡,Light Cruiser,皇家,Royal Navy,,,司战女神,,
呂措,リュッツォウ,ja-JP,zh-TW,404041,战巡,Battlecruiser,铁血,Iron Blood,,,吕佐夫,露西,
命運女神,フォーチュン,ja-JP,zh-TW,201121,驱逐,Destroyer,皇家,Royal Navy,,,命运女神,,
命運女神·META,フォーチュン(META),ja-JP,zh-TW,9701021,驱逐,Destroyer,META,META,META,,命运女神·META,,
和睦號,和睦号,ja-JP,zh-TW,900523,风帆,Sailing Frigate,飓风船团,Tempesta,,,和睦号,,
哈爾濱,ハルビン,ja-JP,zh-TW,599011,轻巡,Light Cruiser,东煌,Dragon Empery,,,哈尔滨,滨江,
哈爾福德,ハルフォード,ja-JP,zh-TW,199051,驱逐,Destroyer,白鹰,Eagle Union,,,哈尔福德,,
哈絲,はっす,ja-JP,zh-TW,10800031,轻巡,Light Cruiser,联动阵营,Collab,,,莲,,
哥倫比亞,コロンビア,ja-JP,zh-TW,102101,轻巡,Light Cruiser,白鹰,Eagle Union,,,哥伦比亚,,
哥里加,ゴリツィア,ja-JP,zh-TW,603061,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,戈里齐亚,,
喬治亞,ジョージア,ja-JP,zh-TW,199021,战列,Battleship,白鹰,Eagle Union,,,佐治亚,,
四萬十,四万十,ja-JP,zh-TW,399061,轻巡,Light Cruiser,重樱,Sakura Empire,,,四万十,虒,
回聲,エコー,ja-JP,zh-TW,201291,驱逐,Destroyer,皇家,Royal Navy,,,回声,,
圖林根,テューリンゲン,ja-JP,zh-TW,405041,战列,Battleship,铁血,Iron Blood,,,图林根,特鲁德,
埃吉爾,エーギル,ja-JP,zh-TW,499051,超巡,Large Cruiser,铁血,Iron Blood,,,埃吉尔,埃格妮丝,
埃曼努埃爾·佩薩格諾,エマヌエーレ・ペッサーニョ,ja-JP,zh-TW,601091,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,埃曼努埃尔·佩萨格诺,,
埃爾德里奇,エルドリッジ,ja-JP,zh-TW,101261,驱逐,Destroyer,白鹰,Eagle Union,,,埃尔德里奇,,
埃爾賓,エルビング,ja-JP,zh-TW,402081,轻巡,Light Cruiser,铁血,Iron Blood,,,埃尔宾,埃尔薇菈,
埃米爾•貝爾坦,エミール・ベルタン,ja-JP,zh-TW,802011,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,埃米尔·贝尔汀,,
基輔,キエフ,ja-JP,zh-TW,701101,驱逐,Destroyer,北方联合,Northern Parliament,,,基辅,,
堪薩斯,カンザス,ja-JP,zh-TW,199061,战列,Battleship,白鹰,Eagle Union,,,堪萨斯,,
塔什干(μ兵裝),タシュケント(μ兵装),ja-JP,zh-TW,701051,驱逐,Destroyer,北方联合,Northern Parliament,μ兵装,,塔什干(μ兵装),,
塔爾圖,タルテュ,ja-JP,zh-TW,901021,驱逐,Destroyer,维希教廷,Vichya Dominion,,,塔尔图,,
塞瓦斯托波爾,セヴァストポリ,ja-JP,zh-TW,705071,战列,Battleship,北方联合,Northern Parliament,,,塞瓦斯托波尔,,
夕燒,夕焼,ja-JP,zh-TW,11000071,重巡,Heavy Cruiser,联动阵营,Collab,,,夕烧,,
大膽,ル・アルディ,ja-JP,zh-TW,801051,驱逐,Destroyer,自由鸢尾,Iris Libre,,,大胆,,ル・アルディ [自由鸢尾 驱逐] | ローダシュー [维希教廷 驱逐]
大膽,ローダシュー,ja-JP,zh-TW,900444,驱逐,Destroyer,维希教廷,Vichya Dominion,,,果敢,,ル・アルディ [自由鸢尾 驱逐] | ローダシュー [维希教廷 驱逐]
大青花魚,アルバコア,ja-JP,zh-TW,108021,潜艇,Submarine,白鹰,Eagle Union,,,大青花鱼,,
大青花魚(μ兵裝),アルバコア(μ兵装),ja-JP,zh-TW,108051,潜艇,Submarine,白鹰,Eagle Union,μ兵装,,大青花鱼(μ兵装),,
大鬥犬,ブルドッグ,ja-JP,zh-TW,201071,驱逐,Destroyer,皇家,Royal Navy,,,大斗犬,,
大鳳(μ兵裝),大鳳(μ兵装),ja-JP,zh-TW,307111,正航,Aircraft Carrier,重樱,Sakura Empire,μ兵装,,大凤(μ兵装),鹩(μ兵装),
大鳳·META,大鳳(META),ja-JP,zh-TW,9707051,正航,Aircraft Carrier,META,META,META,,大凤·META,鹩·META,
大黃蜂,ホーネット,ja-JP,zh-TW,107071,正航,Aircraft Carrier,白鹰,Eagle Union,,,大黄蜂,,
大黃蜂II,ホーネットⅡ,ja-JP,zh-TW,107121,正航,Aircraft Carrier,白鹰,Eagle Union,II型,,大黄蜂II,,
大黃蜂·META,ホーネット(META),ja-JP,zh-TW,9707061,正航,Aircraft Carrier,META,META,META,,大黄蜂·META,,
天鷹,アクィラ,ja-JP,zh-TW,607011,正航,Aircraft Carrier,撒丁帝国,Sardegna Empire,,,天鹰,,
奇爾沙治,キアサージ,ja-JP,zh-TW,199041,航战,Aviation Battleship,白鹰,Eagle Union,,,奇尔沙治,,
奧丁,オーディン,ja-JP,zh-TW,499041,战巡,Battlecruiser,铁血,Iron Blood,,,奥丁,沃登,
奧克拉荷馬,オクラホマ,ja-JP,zh-TW,105021,战列,Battleship,白鹰,Eagle Union,,,俄克拉荷马,,
奧列格,オレグ,ja-JP,zh-TW,702081,轻巡,Light Cruiser,北方联合,Northern Parliament,,,奥列格,,
奧利克,オーリック,ja-JP,zh-TW,101131,驱逐,Destroyer,白鹰,Eagle Union,,,奥利克,,
奧古斯特·馮·帕塞瓦爾,アウグスト・フォン・パーセヴァル,ja-JP,zh-TW,499061,正航,Aircraft Carrier,铁血,Iron Blood,,,奥古斯特·冯·帕塞瓦尔,奥斯特雷德·冯·帕赫贝尔,
奧托·馮·阿爾文斯萊本,オットー・フォン・アルフェンスレーベン,ja-JP,zh-TW,401991,驱逐,Destroyer,铁血,Iron Blood,,,奥托·冯·阿尔文斯莱本,奥莉薇娅·冯·阿诺德,
奧馬哈,オマハ,ja-JP,zh-TW,102011,轻巡,Light Cruiser,白鹰,Eagle Union,,,奥马哈,,
女將,アマゾン,ja-JP,zh-TW,201011,驱逐,Destroyer,皇家,Royal Navy,,,女将,,
妮娜‧弗里德,妮娜·弗里德,ja-JP,zh-TW,900518,战列,Battleship,联动阵营,Collab,,,妮娜·弗里德,,
威嚴,グロズヌイ,ja-JP,zh-TW,701021,驱逐,Destroyer,北方联合,Northern Parliament,,,威严,,
威爾斯親王,プリンス・オブ・ウェールズ,ja-JP,zh-TW,205061,战列,Battleship,皇家,Royal Navy,,,威尔士亲王,,
娜娜·阿絲達·戴比路克,ナナ・アスタ・デビルーク,ja-JP,zh-TW,900474,驱逐,Destroyer,联动阵营,Collab,,,娜娜·阿丝达·戴比路克,,
安克拉治,アンカレッジ,ja-JP,zh-TW,199031,重巡,Heavy Cruiser,白鹰,Eagle Union,,,安克雷奇,,
安妮女王復仇號,クイーン・アンズ・リベンジ,ja-JP,zh-TW,9600121,风帆,Sailing Frigate,飓风船团,Tempesta,,,安妮女王复仇号,,
安德烈亞·多里亞,アンドレア・ドーリア,ja-JP,zh-TW,605071,战列,Battleship,撒丁帝国,Sardegna Empire,,,安德烈亚·多利亚,,
安德烈亞·多里亞·META,安德烈亚·多利亚·META,ja-JP,zh-TW,900492,战列,Battleship,META,META,META,,安德烈亚·多利亚·META,,
富蘭克林,フランクリン,ja-JP,zh-TW,107131,正航,Aircraft Carrier,白鹰,Eagle Union,,,富兰克林,,
寶多六花,宝多六花,ja-JP,zh-TW,10800011,轻巡,Light Cruiser,联动阵营,Collab,,,宝多六花,,
