source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
菲利克斯·舒尔茨,펠릭스 슐츠,ko-KR,zh-CN,499081,驱逐,Destroyer,铁血,Iron Blood,,standard,菲利克斯·舒尔茨,弗郎西斯卡·舒伯特,
菲尼克斯,피닉스,ko-KR,zh-CN,102041,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,菲尼克斯,,
萤火虫,글로우웜,ko-KR,zh-CN,201141,驱逐,Destroyer,皇家,Royal Navy,,standard,萤火虫,,
萨拉娜,사라나,ko-KR,zh-CN,10300051,轻航,Light Carrier,联动阵营,Collab,,standard,萨拉娜,,
萨拉托加,새러토가,ko-KR,zh-CN,107031,正航,Aircraft Carrier,白鹰,Eagle Union,,standard,萨拉托加,,
萨福克,서포크,ko-KR,zh-CN,203041,重巡,Heavy Cruiser,皇家,Royal Navy,,standard,萨福克,,
蒙彼利埃,몬트필리어,ko-KR,zh-CN,102141,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,蒙彼利埃,,
蓝鳃鱼,블루길,ko-KR,zh-CN,108041,潜艇,Submarine,白鹰,Eagle Union,,standard,蓝鳃鱼,,
虎贲,후번,ko-KR,zh-CN,501061,驱逐,Destroyer,东煌,Dragon Empery,,standard,虎贲,,
西北风,마에스트라레,ko-KR,zh-CN,601041,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,西北风,,
西南风,리베치오,ko-KR,zh-CN,601051,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,西南风,,
西姆斯,심즈,ko-KR,zh-CN,101241,驱逐,Destroyer,白鹰,Eagle Union,,standard,西姆斯,,
西弗吉尼亚,웨스트버지니아,ko-KR,zh-CN,105111,战列,Battleship,白鹰,Eagle Union,,standard,西弗吉尼亚,,
西连寺春菜,사이렌지 하루나,ko-KR,zh-CN,900477,战巡,Battlecruiser,联动阵营,Collab,,standard,西连寺春菜,,
西雅图,시애틀,ko-KR,zh-CN,199011,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,西雅图,,
观察者-零,옵저버 제로,ko-KR,zh-CN,900136,正航,Aircraft Carrier,白鹰,Eagle Union,,standard,观察者-零,,
让·巴尔,장 바르,ko-KR,zh-CN,905011,战列,Battleship,维希教廷,Vichya Dominion,,standard,让·巴尔,简·布罗伊,
让巴尔,장 바르,ko-KR,zh-CN,900092,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,让巴尔,,
试作型布里MKII,시제형 부린 MKⅡ,ko-KR,zh-CN,100011,驱逐,Destroyer,通用,Universal,II型,standard,试作型布里MKII,,
诺瓦露,느와르,ko-KR,zh-CN,10100021,重巡,Heavy Cruiser,联动阵营,Collab,,standard,诺瓦露,,
诺福克,노포크,ko-KR,zh-CN,203051,重巡,Heavy Cruiser,皇家,Royal Navy,,standard,诺福克,,
谢菲尔德,셰필드,ko-KR,zh-CN,202081,轻巡,Light Cruiser,皇家,Royal Navy,,standard,谢菲尔德,,
谢菲尔德(μ兵装),셰필드(μ장비),ko-KR,zh-CN,202251,轻巡,Light Cruiser,皇家,Royal Navy,μ兵装,standard,谢菲尔德(μ兵装),,
谢菲尔德·META,셰필드·META,ko-KR,zh-CN,9702031,轻巡,Light Cruiser,META,META,META,standard,谢菲尔德·META,,
谷风,타니카제,ko-KR,zh-CN,301621,驱逐,Destroyer,重樱,Sakura Empire,,standard,谷风,栭,
豪,하우,ko-KR,zh-CN,205091,战列,Battleship,皇家,Royal Navy,,standard,豪,,
貉,무지나,ko-KR,zh-CN,10800071,战列,Battleship,联动阵营,Collab,,standard,貉,,
贝亚德,바야르,ko-KR,zh-CN,899041,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,standard,贝亚德,,
贝亚恩,베아른,ko-KR,zh-CN,807011,正航,Aircraft Carrier,自由鸢尾,Iris Libre,,standard,贝亚恩,,
贝亚恩·META,베아른·META,ko-KR,zh-CN,9707041,正航,Aircraft Carrier,META,META,META,standard,贝亚恩·META,,
贝利,베일리,ko-KR,zh-CN,101271,驱逐,Destroyer,白鹰,Eagle Union,,standard,贝利,,
贝劳森林,부아 벨루,ko-KR,zh-CN,806011,轻航,Light Carrier,自由鸢尾,Iris Libre,,standard,贝劳森林,,
贝奇,배시,ko-KR,zh-CN,101351,驱逐,Destroyer,白鹰,Eagle Union,,standard,贝奇,,
贝尔,벨,ko-KR,zh-CN,101521,驱逐,Destroyer,白鹰,Eagle Union,,standard,贝尔,,
贝尔法斯特,벨파스트,ko-KR,zh-CN,202121,轻巡,Light Cruiser,皇家,Royal Navy,,standard,贝尔法斯特,,
贝露,벨,ko-KR,zh-CN,900077,正航,Aircraft Carrier,联动阵营,Collab,,standard,贝露,,
贾维斯,저비스,ko-KR,zh-CN,201341,驱逐,Destroyer,皇家,Royal Navy,,standard,贾维斯,,
赛莉·古劳斯,세리 글로스,ko-KR,zh-CN,10900051,正航,Aircraft Carrier,联动阵营,Collab,,standard,赛莉·古劳斯,,
赫敏,허마이오니,ko-KR,zh-CN,202271,轻巡,Light Cruiser,皇家,Royal Navy,,standard,赫敏,,
赫斯缇雅,헤스티아,ko-KR,zh-CN,11400011,维修,Repair,联动阵营,Collab,,standard,赫斯缇雅,,
路易九世,생 루이,ko-KR,zh-CN,899011,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,standard,路易九世,,
路易斯维尔,루이빌,ko-KR,zh-CN,103271,重巡,Heavy Cruiser,白鹰,Eagle Union,,standard,路易斯维尔,,
进取,엔터프라이즈,ko-KR,zh-CN,202321,轻巡,Light Cruiser,皇家,Royal Navy,,standard,进取,,
迪凯纳,뒤켄,ko-KR,zh-CN,803031,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,standard,迪凯纳,,
迪普莱克斯,듀플렉스,ko-KR,zh-CN,900445,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,standard,迪普莱克斯,,
迪盖·特鲁因,뒤게 트루앵,ko-KR,zh-CN,802041,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,standard,迪盖·特鲁因,,
迪米特里·顿斯科伊,드미트리 돈스코이,ko-KR,zh-CN,799031,轻巡,Light Cruiser,北方联合,Northern Parliament,,standard,迪米特里·顿斯科伊,,
追赶者,체이서,ko-KR,zh-CN,206051,轻航,Light Carrier,皇家,Royal Navy,,standard,追赶者,,
追风,오이테,ko-KR,zh-CN,301851,驱逐,Destroyer,重樱,Sakura Empire,,standard,追风,椎,
那不勒斯,나폴리,ko-KR,zh-CN,699021,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,standard,那不勒斯,,
邦克山,벙커힐,ko-KR,zh-CN,107171,正航,Aircraft Carrier,白鹰,Eagle Union,,standard,邦克山,,
里士满,리치몬드,ko-KR,zh-CN,102111,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,里士满,,
里昂,리옹,ko-KR,zh-CN,805021,战列,Battleship,自由鸢尾,Iris Libre,,standard,里昂,,
里诺,리노,ko-KR,zh-CN,102261,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,里诺,,
重剑,에페,ko-KR,zh-CN,901061,驱逐,Destroyer,维希教廷,Vichya Dominion,,standard,重剑,,
金伯利,킴벌리,ko-KR,zh-CN,101381,驱逐,Destroyer,白鹰,Eagle Union,,standard,金伯利,,
金伯利·META,킴벌리·META,ko-KR,zh-CN,9701041,驱逐,Destroyer,META,META,META,standard,金伯利·META,,
金刚,콘고,ko-KR,zh-CN,304011,战巡,Battlecruiser,重樱,Sakura Empire,,standard,金刚,鲤,
金刚(μ兵装),콘고(μ장비),ko-KR,zh-CN,304081,战巡,Battlecruiser,重樱,Sakura Empire,μ兵装,standard,金刚(μ兵装),鲤(μ兵装),
金狮,하우덴 리우,ko-KR,zh-CN,900943,重巡,Heavy Cruiser,郁金王国,Kingdom of Tulipa,,standard,金狮,,
金色暗影,금빛 어둠,ko-KR,zh-CN,900476,战列,Battleship,联动阵营,Collab,,standard,金色暗影,,
金鹿号,골든 하인드,ko-KR,zh-CN,900464,风帆,Sailing Frigate,飓风船团,Tempesta,,standard,金鹿号,,
铃谷,스즈야,ko-KR,zh-CN,303171,重巡,Heavy Cruiser,重樱,Sakura Empire,,standard,铃谷,狺,
镇海,젠하이,ko-KR,zh-CN,506011,轻航,Light Carrier,东煌,Dragon Empery,,standard,镇海,,
长岛,롱 아일랜드,ko-KR,zh-CN,106011,轻航,Light Carrier,白鹰,Eagle Union,,standard,长岛,,
长春,창춘,ko-KR,zh-CN,501031,驱逐,Destroyer,东煌,Dragon Empery,,standard,长春,,
长月,나가츠키,ko-KR,zh-CN,301391,驱逐,Destroyer,重樱,Sakura Empire,,standard,长月,枨,
长波,나가나미,ko-KR,zh-CN,301831,驱逐,Destroyer,重樱,Sakura Empire,,standard,长波,苌,
长良,나가라,ko-KR,zh-CN,302041,轻巡,Light Cruiser,重樱,Sakura Empire,,standard,长良,貊,
长门,나가토,ko-KR,zh-CN,305051,战列,Battleship,重樱,Sakura Empire,,standard,长门,鲨,
长风,창펑,ko-KR,zh-CN,501081,驱逐,Destroyer,东煌,Dragon Empery,,standard,长风,,
阳炎,카게로,ko-KR,zh-CN,301171,驱逐,Destroyer,重樱,Sakura Empire,,standard,阳炎,萩,
阿卡司塔,아카스타,ko-KR,zh-CN,201021,驱逐,Destroyer,皇家,Royal Navy,,standard,阿卡司塔,,
阿基里斯,아킬레스,ko-KR,zh-CN,202021,轻巡,Light Cruiser,皇家,Royal Navy,,standard,阿基里斯,,
阿尔及利亚,알제리,ko-KR,zh-CN,903021,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,standard,阿尔及利亚,,
阿尔及利亚·META,알제리·META,ko-KR,zh-CN,9703021,重巡,Heavy Cruiser,META,META,META,standard,阿尔及利亚·META,,
阿尔弗雷多·奥里亚尼,알프레도 오리아니,ko-KR,zh-CN,601081,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,阿尔弗雷多·奥里亚尼,,
阿尔比恩,알비온,ko-KR,zh-CN,206071,轻航,Light Carrier,皇家,Royal Navy,,standard,阿尔比恩,,
阿尔汉格尔斯克,아르한겔스크,ko-KR,zh-CN,705061,战列,Battleship,北方联合,Northern Parliament,,standard,阿尔汉格尔斯克,,
阿尔萨斯,알자스,ko-KR,zh-CN,805031,战列,Battleship,自由鸢尾,Iris Libre,,standard,阿尔萨斯,,
阿尔贝托·迪·朱塞诺,알베르토 디 주사노,ko-KR,zh-CN,602041,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,standard,阿尔贝托·迪·朱塞诺,,
阿布鲁齐公爵,두카 델리 아브루치,ko-KR,zh-CN,602011,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,standard,阿布鲁齐公爵,,
阿拉巴马,앨라배마,ko-KR,zh-CN,105201,战列,Battleship,白鹰,Eagle Union,,standard,阿拉巴马,,
阿斯托利亚,아스토리아,ko-KR,zh-CN,103081,重巡,Heavy Cruiser,白鹰,Eagle Union,,standard,阿斯托利亚,,
阿瑞托莎,아레투사,ko-KR,zh-CN,202131,轻巡,Light Cruiser,皇家,Royal Navy,,standard,阿瑞托莎,,
阿芙乐尔,아브로라,ko-KR,zh-CN,702011,轻巡,Light Cruiser,北方联合,Northern Parliament,,standard,阿芙乐尔,,
阿蒂利奥·雷戈洛,아틸리오 레골로,ko-KR,zh-CN,601101,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,阿蒂利奥·雷戈洛,,
阿贝克隆比,애버크롬비,ko-KR,zh-CN,213041,重炮,Monitor,皇家,Royal Navy,,standard,阿贝克隆比,,
阿贺野,아가노,ko-KR,zh-CN,302201,轻巡,Light Cruiser,重樱,Sakura Empire,,standard,阿贺野,豼,
阿贾克斯,에이잭스,ko-KR,zh-CN,202031,轻巡,Light Cruiser,皇家,Royal Navy,,standard,阿贾克斯,,
阿达尔伯特亲王,프린츠 아달베르트,ko-KR,zh-CN,403101,重巡,Heavy Cruiser,铁血,Iron Blood,,standard,阿达尔伯特亲王,阿德莉娅亲王,
陆奥,무츠,ko-KR,zh-CN,305061,战列,Battleship,重樱,Sakura Empire,,standard,陆奥,鲛,
隼鹰,준요,ko-KR,zh-CN,306021,轻航,Light Carrier,重樱,Sakura Empire,,standard,隼鹰,鸢,
隼鹰·META,준요·META,ko-KR,zh-CN,9706021,轻航,Light Carrier,META,META,META,standard,隼鹰·META,鸢·META,
雅努斯,재너스,ko-KR,zh-CN,201351,驱逐,Destroyer,皇家,Royal Navy,,standard,雅努斯,,
雪不归,후부키,ko-KR,zh-CN,11000051,战列,Battleship,联动阵营,Collab,,standard,雪不归,,
雪风,유키카제,ko-KR,zh-CN,301161,驱逐,Destroyer,重樱,Sakura Empire,,standard,雪风,莲,
雫,시즈쿠,ko-KR,zh-CN,10600111,战列,Battleship,联动阵营,Collab,,standard,雫,,
雷根斯堡,레겐스부르크,ko-KR,zh-CN,402101,轻巡,Light Cruiser,铁血,Iron Blood,,standard,雷根斯堡,瑞吉娜,
雷根斯堡·META,레겐스부르크·META,ko-KR,zh-CN,9702111,轻巡,Light Cruiser,META,META,META,standard,雷根斯堡·META,瑞吉娜·META,
雷鸣,그리먀시,ko-KR,zh-CN,701071,驱逐,Destroyer,北方联合,Northern Parliament,,standard,雷鸣,,
雾岛,키리시마,ko-KR,zh-CN,304041,战巡,Battlecruiser,重樱,Sakura Empire,,standard,雾岛,鳗,
霍比,하비,ko-KR,zh-CN,101361,驱逐,Destroyer,白鹰,Eagle Union,,standard,霍比,,
霞,카스미,ko-KR,zh-CN,10600031,重巡,Heavy Cruiser,联动阵营,Collab,,standard,霞,蕸,
霞.改,카스미·改,ko-KR,zh-CN,301534,驱逐,Destroyer,重樱,Sakura Empire,,standard,霞.改,蕸.改,
霞飞,조프르,ko-KR,zh-CN,907011,正航,Aircraft Carrier,维希教廷,Vichya Dominion,,standard,霞飞,,
露娜,루나,ko-KR,zh-CN,10600081,轻航,Light Carrier,联动阵营,Collab,,standard,露娜,,
露露缇耶,루루티에,ko-KR,zh-CN,10300031,轻巡,Light Cruiser,联动阵营,Collab,,standard,露露缇耶,,
青叶,아오바,ko-KR,zh-CN,303031,重巡,Heavy Cruiser,重樱,Sakura Empire,,standard,青叶,犹,
顽皮,오조르노이,ko-KR,zh-CN,701131,驱逐,Destroyer,北方联合,Northern Parliament,,standard,顽皮,,
风云,카자구모,ko-KR,zh-CN,301861,驱逐,Destroyer,重樱,Sakura Empire,,standard,风云,枟,
飞云,페이윈,ko-KR,zh-CN,501071,驱逐,Destroyer,东煌,Dragon Empery,,standard,飞云,,
飞鸟,아스카,ko-KR,zh-CN,11000011,轻巡,Light Cruiser,联动阵营,Collab,,standard,飞鸟,,
飞鸟川千濑,아스카가와 치세,ko-KR,zh-CN,10800061,正航,Aircraft Carrier,联动阵营,Collab,,standard,飞鸟川千濑,,
飞鹰,히요,ko-KR,zh-CN,306011,轻航,Light Carrier,重樱,Sakura Empire,,standard,飞鹰,鸱,
飞鹰·META,히요·META,ko-KR,zh-CN,9706011,轻航,Light Carrier,META,META,META,standard,飞鹰·META,鸱·META,
飞龙,히류,ko-KR,zh-CN,307041,正航,Aircraft Carrier,重樱,Sakura Empire,,standard,飞龙,龙,
飞龙·META,히류·META,ko-KR,zh-CN,900333,正航,Aircraft Carrier,META,META,META,standard,飞龙·META,龙·META,
香格里拉,샹그릴라,ko-KR,zh-CN,107381,正航,Aircraft Carrier,白鹰,Eagle Union,,standard,香格里拉,,
香槟,샹파뉴,ko-KR,zh-CN,899021,战列,Battleship,自由鸢尾,Iris Libre,,standard,香槟,,
香迪,샌디,ko-KR,zh-CN,10600121,重巡,Heavy Cruiser,联动阵营,Collab,,standard,香迪,,
马可波罗,마르코 폴로,ko-KR,zh-CN,699011,战列,Battleship,撒丁帝国,Sardegna Empire,,standard,马可波罗,,
马塞纳,마세나,ko-KR,zh-CN,804011,战巡,Battlecruiser,自由鸢尾,Iris Libre,,standard,马塞纳,,
马布尔黑德,마블헤드,ko-KR,zh-CN,102271,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,马布尔黑德,,
马拉尼,멀라니,ko-KR,zh-CN,101391,驱逐,Destroyer,白鹰,Eagle Union,,standard,马拉尼,,
马格德堡,마그데부르크,ko-KR,zh-CN,402061,轻巡,Light Cruiser,铁血,Iron Blood,,standard,马格德堡,马格达莱娜,
马耶·布雷泽,마이예 브레제,ko-KR,zh-CN,801081,驱逐,Destroyer,自由鸢尾,Iris Libre,,standard,马耶·布雷泽,,
马萨诸塞,매사추세츠,ko-KR,zh-CN,105191,战列,Battleship,白鹰,Eagle Union,,standard,马萨诸塞,,
马赛曲,마르세예즈,ko-KR,zh-CN,902021,轻巡,Light Cruiser,维希教廷,Vichya Dominion,,standard,马赛曲,,
马里兰,메릴랜드,ko-KR,zh-CN,105101,战列,Battleship,白鹰,Eagle Union,,standard,马里兰,,
骏河,스루가,ko-KR,zh-CN,305141,战列,Battleship,重樱,Sakura Empire,,standard,骏河,鲪,
鲁普雷希特亲王,프린츠 루프레히트,ko-KR,zh-CN,499071,战巡,Battlecruiser,铁血,Iron Blood,,standard,鲁普雷希特亲王,蕾贝卡亲王,
鲁莽,르 테메레르,ko-KR,zh-CN,801031,驱逐,Destroyer,自由鸢尾,Iris Libre,,standard,鲁莽,,
鲁莽(μ兵装),르 테메레르(μ장비),ko-KR,zh-CN,801091,驱逐,Destroyer,自由鸢尾,Iris Libre,μ兵装,standard,鲁莽(μ兵装),,
鲦鱼,데이스,ko-KR,zh-CN,108011,潜艇,Submarine,白鹰,Eagle Union,,standard,鲦鱼,,
鲱鱼,헤링,ko-KR,zh-CN,108091,潜艇,Submarine,白鹰,Eagle Union,,standard,鲱鱼,,
鸟海,초카이,ko-KR,zh-CN,303141,重巡,Heavy Cruiser,重樱,Sakura Empire,,standard,鸟海,猋,
鸢一折纸,토비이치 오리가미,ko-KR,zh-CN,11500021,正航,Aircraft Carrier,联动阵营,Collab,,standard,鸢一折纸,,
鹦鹉螺,노틸러스,ko-KR,zh-CN,108071,潜艇,Submarine,白鹰,Eagle Union,,standard,鹦鹉螺,,
鹰,이글,ko-KR,zh-CN,207011,正航,Aircraft Carrier,皇家,Royal Navy,,standard,鹰,,
麦考尔,맥콜,ko-KR,zh-CN,101071,驱逐,Destroyer,白鹰,Eagle Union,,standard,麦考尔,,
黎塞留,리슐리외,ko-KR,zh-CN,805011,战列,Battleship,自由鸢尾,Iris Libre,,standard,黎塞留,,
黑太子,블랙 프린스,ko-KR,zh-CN,202241,轻巡,Light Cruiser,皇家,Royal Navy,,standard,黑太子,,
黑暗界,에레버스,ko-KR,zh-CN,213011,重炮,Monitor,皇家,Royal Navy,,standard,黑暗界,,
黑暗界·META,에레버스·META,ko-KR,zh-CN,9713011,重炮,Monitor,META,META,META,standard,黑暗界·META,,
黑泽伍德,헤이즐우드,ko-KR,zh-CN,101341,驱逐,Destroyer,白鹰,Eagle Union,,standard,黑泽伍德,,
黑潮,쿠로시오,ko-KR,zh-CN,301271,驱逐,Destroyer,重樱,Sakura Empire,,standard,黑潮,蓉,
黛朵,다이도,ko-KR,zh-CN,202041,轻巡,Light Cruiser,皇家,Royal Navy,,standard,黛朵,,
黛朵(μ兵装),다이도(μ장비),ko-KR,zh-CN,202281,轻巡,Light Cruiser,皇家,Royal Navy,μ兵装,standard,黛朵(μ兵装),,
齐柏林伯爵,그라프 체펠린,ko-KR,zh-CN,407011,正航,Aircraft Carrier,铁血,Iron Blood,,standard,齐柏林伯爵,海拉伯爵,
龙凤,류호,ko-KR,zh-CN,306071,轻航,Light Carrier,重樱,Sakura Empire,,standard,龙凤,鸗,
龙武,롱우,ko-KR,zh-CN,501051,驱逐,Destroyer,东煌,Dragon Empery,,standard,龙武,,
龙骑兵,카라비니에레,ko-KR,zh-CN,601021,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,龙骑兵,,
龙骑兵·META,카라비니에레·META,ko-KR,zh-CN,9701111,驱逐,Destroyer,META,META,META,standard,龙骑兵·META,,
龙骧,류조,ko-KR,zh-CN,306061,轻航,Light Carrier,重樱,Sakura Empire,,standard,龙骧,枭,
{namecode:522},하타카제·META,ko-KR,zh-TW,9701031,驱逐,Destroyer,META,META,META,,旗风·META,樋·META,
三浦梓,미우라 아즈사,ko-KR,zh-TW,10700041,重巡,Heavy Cruiser,联动阵营,Collab,,,三浦 梓,,
不撓,인도미터블,ko-KR,zh-TW,207121,正航,Aircraft Carrier,皇家,Royal Navy,,,不挠,,
亞利桑那,애리조나,ko-KR,zh-TW,105041,战列,Battleship,白鹰,Eagle Union,,,亚利桑那,,
亞利桑那·META,애리조나·META,ko-KR,zh-TW,9705031,战列,Battleship,META,META,META,,亚利桑那·META,,
亞德,야드,ko-KR,zh-TW,406031,轻航,Light Carrier,铁血,Iron Blood,,,亚德,阿黛尔,
亞爾薇特,알비트,ko-KR,zh-TW,404061,战巡,Battlecruiser,铁血,Iron Blood,,,亚尔薇特,,
亞爾薩斯,알자스,ko-KR,zh-TW,805031,战列,Battleship,自由鸢尾,Iris Libre,,,阿尔萨斯,,
亞特蘭大,애틀란타,ko-KR,zh-TW,102061,轻巡,Light Cruiser,白鹰,Eagle Union,,,亚特兰大,,
什羅普郡,슈롭셔,ko-KR,zh-TW,203021,重巡,Heavy Cruiser,皇家,Royal Navy,,,什罗普郡,,
企業,엔터프라이즈,ko-KR,zh-TW,107061,正航,Aircraft Carrier,白鹰,Eagle Union,,,企业,,
伊莉絲,엘리제,ko-KR,zh-TW,10600101,正航,Aircraft Carrier,联动阵营,Collab,,,伊莉丝,,
伊莉莎白女王,퀸 엘리자베스,ko-KR,zh-TW,205011,战列,Battleship,皇家,Royal Navy,,,伊丽莎白女王,,
伊莉莎白女王·META,퀸 엘리자베스·META,ko-KR,zh-TW,9705041,战列,Battleship,META,META,META,,伊丽莎白女王·META,,
伏羅希洛夫,보로실로프,ko-KR,zh-TW,702071,轻巡,Light Cruiser,北方联合,Northern Parliament,,,伏罗希洛夫,,
休士頓,휴스턴,ko-KR,zh-TW,103051,重巡,Heavy Cruiser,白鹰,Eagle Union,,,休斯敦,,
休士頓II,휴스턴Ⅱ,ko-KR,zh-TW,102311,轻巡,Light Cruiser,白鹰,Eagle Union,II型,,休斯敦II,,
伯明罕,버밍햄,ko-KR,zh-TW,102231,轻巡,Light Cruiser,白鹰,Eagle Union,,,伯明翰,,
佛萊契爾,플레처,ko-KR,zh-TW,101091,驱逐,Destroyer,白鹰,Eagle Union,,,弗莱彻,,
佩內洛珀,페넬로피,ko-KR,zh-TW,202291,轻巡,Light Cruiser,皇家,Royal Navy,,,佩内洛珀,,
俾斯麥,비스마르크,ko-KR,zh-TW,405011,战列,Battleship,铁血,Iron Blood,,,俾斯麦,奥德莉亚,
俾斯麥Zwei,비스마르크 Zwei,ko-KR,zh-TW,405051,战列,Battleship,铁血,Iron Blood,,,俾斯麦Zwei,奥德莉亚Zwei,
倔強,로피니아트르,ko-KR,zh-TW,801041,驱逐,Destroyer,自由鸢尾,Iris Libre,,,倔强,,
倫敦,런던,ko-KR,zh-TW,203011,重巡,Heavy Cruiser,皇家,Royal Navy,,,伦敦,,
傑維斯,저비스,ko-KR,zh-TW,201341,驱逐,Destroyer,皇家,Royal Navy,,,贾维斯,,
傑金斯,젠킨스,ko-KR,zh-TW,101301,驱逐,Destroyer,白鹰,Eagle Union,,,杰金斯,,
優米雅‧利斯菲爾德,유미아 리스펠트,ko-KR,zh-TW,900517,轻航,Light Carrier,联动阵营,Collab,,,优米雅·利斯菲尔德,,
兇猛,스비레피,ko-KR,zh-TW,701121,驱逐,Destroyer,北方联合,Northern Parliament,,,凶猛,,
光榮,글로리어스,ko-KR,zh-TW,207061,正航,Aircraft Carrier,皇家,Royal Navy,,,光荣,,
光榮·META,글로리어스·META,ko-KR,zh-TW,9707071,正航,Aircraft Carrier,META,META,META,,光荣·META,,
光輝,일러스트리어스,ko-KR,zh-TW,207031,正航,Aircraft Carrier,皇家,Royal Navy,,,光辉,,
光輝(μ兵裝),일러스트리어스(μ장비),ko-KR,zh-TW,207111,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装,,光辉(μ兵装),,
克拉倫斯·K·布朗森,클래런스 K 브론슨,ko-KR,zh-TW,101551,驱逐,Destroyer,白鹰,Eagle Union,,,克拉伦斯·K·布朗森,,
克里夫蘭,클리블랜드,ko-KR,zh-TW,102091,轻巡,Light Cruiser,白鹰,Eagle Union,,,克利夫兰,,
克里夫蘭(μ兵裝),클리블랜드(μ장비),ko-KR,zh-TW,102241,轻巡,Light Cruiser,白鹰,Eagle Union,μ兵装,,克利夫兰(μ兵装),,
克里夫蘭·META,클리블랜드·META,ko-KR,zh-TW,9702091,轻巡,Light Cruiser,META,META,META,,克利夫兰·META,,
克里蒙梭,클레망소,ko-KR,zh-TW,905021,战列,Battleship,维希教廷,Vichya Dominion,,,克莱蒙梭,,
克麗奧佩脫拉,클레오파트라,ko-KR,zh-TW,202351,轻巡,Light Cruiser,皇家,Royal Navy,,,克利奥佩特拉,,
內華達,네바다,ko-KR,zh-TW,105011,战列,Battleship,白鹰,Eagle Union,,,内华达,,
內華達·META,네바다·META,ko-KR,zh-TW,9705091,战列,Battleship,META,META,META,,内华达·META,,
冒險加利號,어드벤처 갤리,ko-KR,zh-TW,900465,风帆,Sailing Frigate,飓风船团,Tempesta,,,加里冒险号,,
冒險號,어드벤처,ko-KR,zh-TW,9600161,风帆,Sailing Frigate,飓风船团,Tempesta,,,冒险号,,
凱旋,르 트리옹팡,ko-KR,zh-TW,801011,驱逐,Destroyer,自由鸢尾,Iris Libre,,,凯旋,,
凱爾聖,케르생,ko-KR,zh-TW,901041,驱逐,Destroyer,维希教廷,Vichya Dominion,,,凯尔圣,,
列星頓,렉싱턴,ko-KR,zh-TW,107021,正航,Aircraft Carrier,白鹰,Eagle Union,,,列克星敦,,
列星頓II,렉싱턴Ⅱ,ko-KR,zh-TW,107161,正航,Aircraft Carrier,白鹰,Eagle Union,II型,,列克星敦II,,
利托里奧,리토리오,ko-KR,zh-TW,605021,战列,Battleship,撒丁帝国,Sardegna Empire,,,利托里奥,,
前衛,뱅가드,ko-KR,zh-TW,205131,战列,Battleship,皇家,Royal Navy,,,前卫,,
加利福尼亞,캘리포니아,ko-KR,zh-TW,105081,战列,Battleship,白鹰,Eagle Union,,,加利福尼亚,,
加富爾伯爵,콘테 디 카보우르,ko-KR,zh-TW,605051,战列,Battleship,撒丁帝国,Sardegna Empire,,,加富尔伯爵,,
加拉蒂亞,갈라테아,ko-KR,zh-TW,202141,轻巡,Light Cruiser,皇家,Royal Navy,,,加拉蒂亚,,
加斯科涅(μ兵裝),가스코뉴(μ장비),ko-KR,zh-TW,905031,战列,Battleship,维希教廷,Vichya Dominion,μ兵装,,加斯科涅(μ兵装),,
努比亞,누비안,ko-KR,zh-TW,201371,驱逐,Destroyer,皇家,Royal Navy,,,努比亚人,,
勇氣,갤런트,ko-KR,zh-TW,201391,驱逐,Destroyer,皇家,Royal Navy,,,勇气,,
勒馬爾,르 마르스,ko-KR,zh-TW,901011,驱逐,Destroyer,维希教廷,Vichya Dominion,,,勒马尔,,
勝利,빅토리어스,ko-KR,zh-TW,207041,正航,Aircraft Carrier,皇家,Royal Navy,,,胜利,,
北卡羅來納,노스캐롤라이나,ko-KR,zh-TW,105121,战列,Battleship,白鹰,Eagle Union,,,北卡罗来纳,,
匹茲堡,피츠버그,ko-KR,zh-TW,103281,重巡,Heavy Cruiser,白鹰,Eagle Union,,,匹兹堡,,
千歲,치토세,ko-KR,zh-TW,306081,轻航,Light Carrier,重樱,Sakura Empire,,,千岁,鹂,
